age,workclass,occupation,race,sex,education,native-country,marital-status
59,Without-pay,Handlers-cleaners,Other,Female,Assoc-voc,United-States,Separated
26,State-gov,Protective-serv,White,Female,Doctorate,United-States,Married-civ-spouse
71,Local-gov,Armed-Forces,White,Male,5th-6th,United-States,Married-civ-spouse
36,State-gov,Craft-repair,Asian-Pac-Islander,Female,Masters,United-States,Married-civ-spouse
52,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,11th,United-States,Widowed
63,Federal-gov,Machine-op-inspct,Asian-Pac-Islander,Male,Preschool,United-States,Never-married
53,Federal-gov,Exec-managerial,Asian-Pac-Islander,Male,Prof-school,United-States,Widowed
33,Private,Exec-managerial,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Married-AF-spouse
74,Self-emp-not-inc,Other-service,White,Male,Assoc-acdm,United-States,Married-civ-spouse
33,Without-pay,Craft-repair,Black,Female,11th,United-States,Widowed
88,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,HS-grad,Taiwan,Divorced
51,Federal-gov,Farming-fishing,White,Female,1st-4th,Jamaica,Married-AF-spouse
23,State-gov,Protective-serv,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Divorced
85,Local-gov,Farming-fishing,Black,Male,Some-college,United-States,Married-spouse-absent
40,Private,Handlers-cleaners,Other,Male,5th-6th,United-States,Never-married
17,State-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Some-college,United-States,Divorced
55,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,Prof-school,United-States,Married-AF-spouse
17,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-acdm,Portugal,Never-married
39,Private,Armed-Forces,Black,Female,11th,Guatemala,Never-married
27,Self-emp-inc,Priv-house-serv,White,Female,10th,United-States,Never-married
42,Federal-gov,Exec-managerial,Other,Female,Preschool,Cuba,Separated
60,State-gov,Transport-moving,Other,Female,1st-4th,United-States,Divorced
39,State-gov,Handlers-cleaners,Black,Female,Bachelors,United-States,Married-civ-spouse
45,Local-gov,Prof-specialty,White,Female,Preschool,United-States,Married-AF-spouse
48,Federal-gov,Transport-moving,Other,Female,Masters,United-States,Separated
60,State-gov,Other-service,Asian-Pac-Islander,Female,11th,United-States,Separated
21,Self-emp-inc,Armed-Forces,Black,Male,9th,United-States,Divorced
27,Local-gov,Sales,Black,Female,Masters,United-States,Married-spouse-absent
55,Federal-gov,Craft-repair,Other,Female,5th-6th,United-States,Separated
60,Self-emp-inc,Protective-serv,White,Female,5th-6th,United-States,Separated
40,Self-emp-inc,Craft-repair,Black,Male,Bachelors,Jamaica,Never-married
87,Local-gov,Priv-house-serv,Other,Male,Preschool,United-States,Separated
88,Private,Prof-specialty,White,Female,9th,United-States,Married-AF-spouse
84,Without-pay,Priv-house-serv,Black,Female,Assoc-acdm,United-States,Married-spouse-absent
32,Without-pay,Adm-clerical,Black,Male,9th,United-States,Divorced
74,Local-gov,Farming-fishing,Black,Male,11th,United-States,Separated
42,Self-emp-not-inc,Other-service,Black,Male,Bachelors,United-States,Never-married
44,Local-gov,Protective-serv,White,Male,Doctorate,United-States,Married-civ-spouse
20,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Masters,United-States,Widowed
88,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Female,7th-8th,United-States,Widowed
69,Self-emp-not-inc,Exec-managerial,Amer-Indian-Eskimo,Female,11th,United-States,Married-AF-spouse
41,State-gov,Farming-fishing,Other,Female,9th,United-States,Married-civ-spouse
78,Self-emp-not-inc,Prof-specialty,Black,Female,11th,United-States,Married-spouse-absent
41,State-gov,Tech-support,Amer-Indian-Eskimo,Male,9th,United-States,Separated
30,Federal-gov,Priv-house-serv,Black,Female,Prof-school,United-States,Married-civ-spouse
65,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,1st-4th,United-States,Widowed
77,Federal-gov,Tech-support,Asian-Pac-Islander,Female,Masters,United-States,Separated
88,Local-gov,Armed-Forces,Black,Female,11th,United-States,Never-married
89,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,7th-8th,Germany,Married-spouse-absent
77,Self-emp-inc,Prof-specialty,Amer-Indian-Eskimo,Female,Preschool,United-States,Married-AF-spouse
49,Self-emp-not-inc,Prof-specialty,Asian-Pac-Islander,Male,7th-8th,United-States,Married-AF-spouse
79,Private,Machine-op-inspct,Asian-Pac-Islander,Male,1st-4th,United-States,Married-civ-spouse
50,Private,Tech-support,White,Female,7th-8th,United-States,Never-married
70,Self-emp-not-inc,Other-service,Black,Male,12th,United-States,Divorced
72,Local-gov,Transport-moving,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-spouse-absent
41,Private,Farming-fishing,Other,Female,Preschool,United-States,Married-AF-spouse
18,State-gov,Prof-specialty,White,Male,10th,United-States,Divorced
38,Self-emp-not-inc,Priv-house-serv,White,Male,5th-6th,United-States,Married-spouse-absent
88,State-gov,Exec-managerial,White,Male,1st-4th,United-States,Separated
41,Local-gov,Handlers-cleaners,Black,Female,10th,United-States,Divorced
78,State-gov,Armed-Forces,Amer-Indian-Eskimo,Male,Preschool,France,Married-civ-spouse
18,State-gov,Machine-op-inspct,Asian-Pac-Islander,Female,5th-6th,United-States,Divorced
20,Private,Other-service,Asian-Pac-Islander,Male,Some-college,United-States,Married-spouse-absent
32,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,5th-6th,United-States,Married-AF-spouse
41,Local-gov,Exec-managerial,Asian-Pac-Islander,Male,10th,United-States,Married-AF-spouse
17,Self-emp-inc,Prof-specialty,White,Male,Some-college,United-States,Married-spouse-absent
67,Without-pay,Handlers-cleaners,Black,Male,Masters,United-States,Married-spouse-absent
36,Private,Handlers-cleaners,Amer-Indian-Eskimo,Female,10th,United-States,Never-married
62,Private,Craft-repair,Other,Male,HS-grad,United-States,Married-spouse-absent
62,Self-emp-inc,Machine-op-inspct,Other,Male,HS-grad,United-States,Never-married
17,Without-pay,Other-service,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-spouse-absent
22,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,5th-6th,United-States,Married-spouse-absent
74,Federal-gov,Armed-Forces,Asian-Pac-Islander,Female,Doctorate,Trinadad&Tobago,Separated
35,Private,Handlers-cleaners,Other,Female,5th-6th,United-States,Married-spouse-absent
80,Self-emp-not-inc,Craft-repair,Black,Male,Assoc-voc,United-States,Married-AF-spouse
43,Local-gov,Tech-support,Other,Female,Some-college,United-States,Married-AF-spouse
26,Self-emp-not-inc,Craft-repair,Black,Female,12th,United-States,Separated
58,State-gov,Farming-fishing,White,Male,Some-college,United-States,Married-spouse-absent
59,Self-emp-inc,Farming-fishing,White,Male,HS-grad,United-States,Widowed
78,Private,Adm-clerical,Asian-Pac-Islander,Female,Assoc-acdm,United-States,Married-spouse-absent
63,Self-emp-not-inc,Craft-repair,White,Male,5th-6th,Puerto-Rico,Never-married
27,Local-gov,Transport-moving,Amer-Indian-Eskimo,Female,Masters,United-States,Married-civ-spouse
85,State-gov,Tech-support,Other,Male,Assoc-acdm,United-States,Married-civ-spouse
81,Self-emp-inc,Machine-op-inspct,Black,Male,5th-6th,United-States,Married-AF-spouse
33,Self-emp-inc,Tech-support,Other,Male,1st-4th,Honduras,Widowed
26,Local-gov,Other-service,Asian-Pac-Islander,Male,Some-college,United-States,Divorced
28,Self-emp-inc,Farming-fishing,White,Male,Preschool,United-States,Never-married
57,Private,Exec-managerial,Amer-Indian-Eskimo,Female,Doctorate,United-States,Married-AF-spouse
37,Local-gov,Adm-clerical,Asian-Pac-Islander,Female,HS-grad,United-States,Divorced
31,Self-emp-inc,Handlers-cleaners,Black,Female,Some-college,United-States,Married-spouse-absent
79,State-gov,Armed-Forces,Amer-Indian-Eskimo,Female,12th,Germany,Separated
55,Self-emp-inc,Adm-clerical,Black,Female,5th-6th,United-States,Married-AF-spouse
45,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Male,12th,United-States,Married-spouse-absent
51,Self-emp-not-inc,Machine-op-inspct,White,Male,Masters,United-States,Married-spouse-absent
44,Self-emp-not-inc,Farming-fishing,Black,Female,12th,United-States,Married-spouse-absent
42,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,Doctorate,United-States,Never-married
49,Local-gov,Protective-serv,Black,Male,Prof-school,United-States,Married-AF-spouse
82,Private,Farming-fishing,White,Male,Prof-school,United-States,Never-married
24,Self-emp-inc,Adm-clerical,Amer-Indian-Eskimo,Male,Doctorate,United-States,Never-married
60,State-gov,Protective-serv,White,Female,9th,United-States,Married-civ-spouse
72,State-gov,Sales,Asian-Pac-Islander,Male,Some-college,United-States,Married-AF-spouse
70,Self-emp-not-inc,Other-service,Black,Male,Masters,United-States,Separated
45,State-gov,Tech-support,Amer-Indian-Eskimo,Female,Bachelors,United-States,Divorced
77,State-gov,Sales,Black,Male,Assoc-acdm,United-States,Married-civ-spouse
35,Self-emp-not-inc,Other-service,Black,Male,Some-college,United-States,Separated
31,Self-emp-inc,Handlers-cleaners,Other,Female,Assoc-voc,United-States,Widowed
66,Without-pay,Protective-serv,Asian-Pac-Islander,Female,10th,United-States,Married-spouse-absent
49,Local-gov,Exec-managerial,Other,Female,12th,United-States,Never-married
71,Without-pay,Transport-moving,White,Female,Some-college,United-States,Widowed
63,Self-emp-inc,Other-service,Black,Male,Preschool,United-States,Never-married
23,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Female,Doctorate,United-States,Never-married
41,State-gov,Armed-Forces,White,Female,9th,Haiti,Widowed
30,Without-pay,Craft-repair,Other,Female,11th,United-States,Married-spouse-absent
70,Without-pay,Craft-repair,Amer-Indian-Eskimo,Male,1st-4th,United-States,Widowed
49,Federal-gov,Exec-managerial,Black,Male,1st-4th,United-States,Married-civ-spouse
43,Federal-gov,Transport-moving,White,Female,Masters,United-States,Married-civ-spouse
84,State-gov,Adm-clerical,Asian-Pac-Islander,Female,5th-6th,United-States,Divorced
47,Federal-gov,Machine-op-inspct,Asian-Pac-Islander,Female,Some-college,United-States,Married-civ-spouse
22,Without-pay,Exec-managerial,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-spouse-absent
88,Private,Armed-Forces,Amer-Indian-Eskimo,Female,Masters,United-States,Married-AF-spouse
47,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,Masters,United-States,Widowed
19,State-gov,Sales,Black,Male,11th,Puerto-Rico,Married-spouse-absent
66,Local-gov,Protective-serv,Black,Male,9th,United-States,Never-married
35,Self-emp-inc,Sales,Amer-Indian-Eskimo,Male,5th-6th,United-States,Separated
73,Federal-gov,Protective-serv,Black,Male,Doctorate,United-States,Married-civ-spouse
18,State-gov,Exec-managerial,White,Female,Some-college,United-States,Married-spouse-absent
51,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,Preschool,United-States,Divorced
77,State-gov,Exec-managerial,Asian-Pac-Islander,Male,Doctorate,United-States,Divorced
83,State-gov,Exec-managerial,White,Male,Preschool,United-States,Never-married
24,Federal-gov,Adm-clerical,White,Male,Preschool,United-States,Never-married
60,Federal-gov,Priv-house-serv,Black,Female,Assoc-voc,United-States,Widowed
46,Local-gov,Other-service,Amer-Indian-Eskimo,Male,Bachelors,United-States,Divorced
60,State-gov,Armed-Forces,Amer-Indian-Eskimo,Female,Bachelors,United-States,Married-spouse-absent
67,Private,Sales,White,Male,Doctorate,United-States,Widowed
79,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Female,9th,United-States,Never-married
89,Federal-gov,Craft-repair,Amer-Indian-Eskimo,Male,HS-grad,United-States,Married-AF-spouse
83,Self-emp-not-inc,Transport-moving,White,Female,1st-4th,United-States,Separated
47,Private,Other-service,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Married-AF-spouse
53,State-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Doctorate,United-States,Never-married
31,Federal-gov,Farming-fishing,Asian-Pac-Islander,Female,Assoc-acdm,Puerto-Rico,Divorced
52,State-gov,Transport-moving,Asian-Pac-Islander,Female,1st-4th,United-States,Married-AF-spouse
39,Private,Armed-Forces,Black,Female,5th-6th,United-States,Widowed
89,Self-emp-inc,Exec-managerial,Black,Female,Prof-school,United-States,Widowed
66,Private,Handlers-cleaners,White,Male,1st-4th,United-States,Married-spouse-absent
41,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Female,7th-8th,Iran,Married-AF-spouse
63,Private,Machine-op-inspct,Black,Female,1st-4th,United-States,Married-civ-spouse
84,Federal-gov,Adm-clerical,Other,Female,Doctorate,United-States,Married-spouse-absent
56,Self-emp-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,Prof-school,United-States,Separated
59,Self-emp-inc,Armed-Forces,Amer-Indian-Eskimo,Female,Masters,England,Separated
65,Self-emp-not-inc,Adm-clerical,White,Male,5th-6th,United-States,Married-civ-spouse
43,Self-emp-not-inc,Priv-house-serv,Black,Male,Bachelors,United-States,Married-civ-spouse
81,Private,Priv-house-serv,Asian-Pac-Islander,Female,HS-grad,United-States,Married-spouse-absent
47,Self-emp-not-inc,Transport-moving,Other,Male,10th,United-States,Married-civ-spouse
28,Private,Adm-clerical,Black,Female,9th,United-States,Widowed
44,Private,Adm-clerical,Other,Male,Prof-school,United-States,Divorced
73,Federal-gov,Farming-fishing,Black,Female,Bachelors,United-States,Married-spouse-absent
38,Private,Tech-support,Amer-Indian-Eskimo,Male,11th,United-States,Never-married
53,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,Doctorate,United-States,Divorced
21,Self-emp-inc,Armed-Forces,Black,Female,10th,Nicaragua,Divorced
33,Without-pay,Priv-house-serv,White,Female,12th,Greece,Married-AF-spouse
49,Federal-gov,Tech-support,Asian-Pac-Islander,Male,11th,United-States,Married-AF-spouse
83,Federal-gov,Sales,Other,Male,1st-4th,South,Married-civ-spouse
58,Private,Craft-repair,Asian-Pac-Islander,Male,7th-8th,United-States,Married-spouse-absent
81,Federal-gov,Sales,White,Male,Preschool,United-States,Never-married
49,Self-emp-not-inc,Farming-fishing,Other,Male,Preschool,United-States,Married-civ-spouse
17,Federal-gov,Prof-specialty,Other,Male,Masters,United-States,Married-spouse-absent
60,Private,Prof-specialty,Amer-Indian-Eskimo,Female,9th,United-States,Separated
89,Without-pay,Sales,Asian-Pac-Islander,Male,11th,United-States,Married-civ-spouse
19,Local-gov,Sales,Other,Female,Masters,United-States,Widowed
33,State-gov,Sales,Asian-Pac-Islander,Male,Bachelors,United-States,Married-AF-spouse
40,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Male,Preschool,Columbia,Never-married
57,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Male,11th,United-States,Widowed
67,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Male,Masters,United-States,Divorced
44,State-gov,Sales,Asian-Pac-Islander,Female,Preschool,United-States,Widowed
29,Self-emp-inc,Farming-fishing,Other,Male,Assoc-acdm,United-States,Never-married
73,Self-emp-inc,Adm-clerical,Black,Female,5th-6th,United-States,Divorced
52,Federal-gov,Tech-support,White,Female,11th,United-States,Never-married
82,State-gov,Handlers-cleaners,Asian-Pac-Islander,Male,HS-grad,United-States,Divorced
24,Self-emp-not-inc,Handlers-cleaners,Amer-Indian-Eskimo,Female,1st-4th,United-States,Divorced
59,Private,Adm-clerical,Other,Female,5th-6th,United-States,Separated
29,Self-emp-not-inc,Farming-fishing,Black,Male,Assoc-voc,United-States,Married-AF-spouse
38,Without-pay,Tech-support,White,Male,12th,United-States,Never-married
66,Self-emp-not-inc,Sales,White,Male,Preschool,United-States,Separated
25,Private,Prof-specialty,Amer-Indian-Eskimo,Female,Bachelors,United-States,Widowed
29,State-gov,Adm-clerical,White,Female,12th,Peru,Married-spouse-absent
39,Self-emp-inc,Exec-managerial,White,Male,Doctorate,United-States,Married-spouse-absent
45,Federal-gov,Handlers-cleaners,Black,Female,Prof-school,United-States,Widowed
51,Without-pay,Handlers-cleaners,Asian-Pac-Islander,Male,12th,United-States,Married-civ-spouse
38,Local-gov,Sales,Black,Male,HS-grad,United-States,Married-civ-spouse
79,Self-emp-not-inc,Exec-managerial,Amer-Indian-Eskimo,Female,7th-8th,United-States,Married-spouse-absent
58,Federal-gov,Sales,White,Male,Some-college,United-States,Married-spouse-absent
39,Private,Exec-managerial,Black,Female,7th-8th,United-States,Married-civ-spouse
17,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Some-college,United-States,Never-married
17,Private,Protective-serv,White,Female,Some-college,United-States,Never-married
69,Local-gov,Tech-support,White,Female,11th,United-States,Married-spouse-absent
67,Federal-gov,Machine-op-inspct,Black,Female,Doctorate,United-States,Married-AF-spouse
55,State-gov,Exec-managerial,Amer-Indian-Eskimo,Female,5th-6th,United-States,Married-civ-spouse
86,State-gov,Protective-serv,Other,Male,12th,United-States,Widowed
51,Without-pay,Machine-op-inspct,Black,Female,9th,United-States,Never-married
48,Local-gov,Protective-serv,Black,Male,12th,United-States,Married-AF-spouse
71,Federal-gov,Handlers-cleaners,Black,Male,Masters,United-States,Married-civ-spouse
41,Self-emp-not-inc,Craft-repair,White,Female,12th,United-States,Never-married
74,Private,Prof-specialty,Amer-Indian-Eskimo,Male,Some-college,United-States,Widowed
61,Private,Handlers-cleaners,Asian-Pac-Islander,Male,1st-4th,Canada,Married-civ-spouse
50,Federal-gov,Craft-repair,Black,Female,10th,United-States,Separated
21,Local-gov,Other-service,White,Male,Bachelors,United-States,Never-married
45,Without-pay,Tech-support,Asian-Pac-Islander,Male,11th,United-States,Married-civ-spouse
64,State-gov,Transport-moving,Amer-Indian-Eskimo,Female,12th,United-States,Married-AF-spouse
80,Private,Machine-op-inspct,Other,Male,Some-college,United-States,Married-spouse-absent
72,Federal-gov,Handlers-cleaners,White,Female,9th,United-States,Married-spouse-absent
46,Local-gov,Protective-serv,Black,Male,Bachelors,El-Salvador,Separated
61,State-gov,Priv-house-serv,Asian-Pac-Islander,Male,12th,United-States,Never-married
41,Federal-gov,Craft-repair,Black,Male,12th,Dominican-Republic,Divorced
50,Federal-gov,Other-service,Black,Male,9th,United-States,Never-married
85,Without-pay,Protective-serv,Other,Male,Prof-school,Portugal,Married-spouse-absent
55,Federal-gov,Priv-house-serv,Other,Female,Bachelors,United-States,Married-spouse-absent
32,Self-emp-inc,Protective-serv,White,Female,HS-grad,United-States,Married-spouse-absent
59,Private,Protective-serv,White,Female,Assoc-voc,England,Married-AF-spouse
64,Self-emp-inc,Protective-serv,White,Female,12th,United-States,Never-married
78,State-gov,Protective-serv,Other,Female,9th,United-States,Never-married
78,Private,Machine-op-inspct,Asian-Pac-Islander,Male,9th,United-States,Separated
18,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Male,HS-grad,United-States,Married-spouse-absent
19,Self-emp-not-inc,Adm-clerical,Black,Female,Assoc-voc,Dominican-Republic,Never-married
39,Private,Machine-op-inspct,Asian-Pac-Islander,Male,Masters,United-States,Separated
31,State-gov,Priv-house-serv,Asian-Pac-Islander,Female,1st-4th,United-States,Married-civ-spouse
81,Without-pay,Handlers-cleaners,Amer-Indian-Eskimo,Male,Some-college,United-States,Widowed
17,Federal-gov,Other-service,Black,Female,Masters,United-States,Widowed
63,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Female,11th,France,Separated
44,Self-emp-not-inc,Machine-op-inspct,White,Female,1st-4th,United-States,Never-married
52,Local-gov,Handlers-cleaners,Black,Female,5th-6th,United-States,Never-married
22,Self-emp-not-inc,Protective-serv,White,Female,Masters,United-States,Married-spouse-absent
54,Local-gov,Protective-serv,Black,Male,10th,United-States,Married-AF-spouse
64,Self-emp-inc,Tech-support,White,Male,Bachelors,United-States,Married-spouse-absent
58,Federal-gov,Farming-fishing,Black,Female,Assoc-acdm,United-States,Married-civ-spouse
58,Local-gov,Priv-house-serv,White,Male,Bachelors,United-States,Separated
28,Without-pay,Tech-support,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-spouse-absent
51,Federal-gov,Armed-Forces,White,Male,7th-8th,United-States,Married-civ-spouse
67,Federal-gov,Other-service,Amer-Indian-Eskimo,Female,HS-grad,United-States,Separated
55,Private,Tech-support,Other,Male,Masters,United-States,Married-civ-spouse
70,Private,Exec-managerial,White,Male,HS-grad,United-States,Married-AF-spouse
45,Without-pay,Tech-support,White,Male,Assoc-voc,United-States,Never-married
37,Federal-gov,Other-service,Asian-Pac-Islander,Male,9th,Philippines,Separated
28,Without-pay,Priv-house-serv,Black,Male,11th,United-States,Separated
33,Private,Tech-support,White,Female,11th,United-States,Divorced
84,Private,Other-service,White,Male,Masters,United-States,Married-spouse-absent
45,Federal-gov,Prof-specialty,Other,Female,10th,United-States,Widowed
85,Local-gov,Other-service,White,Female,Masters,United-States,Married-spouse-absent
52,Without-pay,Craft-repair,Other,Female,5th-6th,United-States,Never-married
44,Self-emp-not-inc,Machine-op-inspct,White,Male,Bachelors,United-States,Married-AF-spouse
51,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Female,10th,France,Married-spouse-absent
18,Self-emp-not-inc,Exec-managerial,White,Female,5th-6th,United-States,Separated
43,Private,Adm-clerical,Black,Male,Assoc-voc,United-States,Widowed
18,Self-emp-inc,Protective-serv,Other,Male,Prof-school,Columbia,Divorced
21,Private,Machine-op-inspct,White,Female,9th,United-States,Divorced
39,State-gov,Handlers-cleaners,White,Male,Some-college,United-States,Never-married
19,Without-pay,Tech-support,Amer-Indian-Eskimo,Male,Some-college,United-States,Separated
34,Private,Sales,Asian-Pac-Islander,Male,7th-8th,United-States,Separated
62,Federal-gov,Protective-serv,Black,Female,Masters,United-States,Never-married
34,State-gov,Other-service,White,Female,12th,United-States,Never-married
44,Without-pay,Armed-Forces,Other,Male,Masters,United-States,Widowed
56,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,1st-4th,United-States,Divorced
26,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,Prof-school,United-States,Married-spouse-absent
79,Federal-gov,Transport-moving,Amer-Indian-Eskimo,Female,Assoc-acdm,United-States,Widowed
17,Private,Tech-support,White,Male,Prof-school,United-States,Married-civ-spouse
78,State-gov,Priv-house-serv,Asian-Pac-Islander,Male,Masters,United-States,Married-AF-spouse
39,Local-gov,Handlers-cleaners,White,Female,Assoc-acdm,United-States,Married-spouse-absent
21,Self-emp-inc,Craft-repair,Other,Female,1st-4th,United-States,Divorced
53,Self-emp-inc,Adm-clerical,Amer-Indian-Eskimo,Male,Bachelors,United-States,Married-spouse-absent
23,State-gov,Priv-house-serv,Other,Male,10th,Hungary,Separated
67,Private,Craft-repair,Other,Male,HS-grad,United-States,Never-married
55,Without-pay,Adm-clerical,Asian-Pac-Islander,Female,Prof-school,United-States,Divorced
35,State-gov,Sales,Other,Female,1st-4th,United-States,Divorced
34,Without-pay,Priv-house-serv,Amer-Indian-Eskimo,Male,Masters,United-States,Married-civ-spouse
62,Private,Tech-support,White,Male,Some-college,United-States,Married-civ-spouse
77,Self-emp-not-inc,Craft-repair,Other,Female,Masters,United-States,Divorced
73,State-gov,Armed-Forces,Black,Male,HS-grad,Peru,Never-married
20,Local-gov,Prof-specialty,Black,Male,HS-grad,United-States,Married-AF-spouse
88,Self-emp-not-inc,Transport-moving,White,Female,Doctorate,United-States,Divorced
46,Self-emp-inc,Machine-op-inspct,Amer-Indian-Eskimo,Male,9th,United-States,Widowed
28,Federal-gov,Other-service,Black,Male,Doctorate,United-States,Married-civ-spouse
72,Federal-gov,Protective-serv,Asian-Pac-Islander,Male,1st-4th,United-States,Widowed
85,Without-pay,Protective-serv,Other,Female,Assoc-voc,Cuba,Married-AF-spouse
31,Local-gov,Priv-house-serv,Asian-Pac-Islander,Female,11th,United-States,Married-spouse-absent
19,Self-emp-not-inc,Sales,White,Male,HS-grad,United-States,Divorced
65,Federal-gov,Protective-serv,Other,Male,Masters,United-States,Married-spouse-absent
25,Self-emp-inc,Protective-serv,White,Male,Doctorate,Holand-Netherlands,Married-civ-spouse
64,State-gov,Craft-repair,Asian-Pac-Islander,Male,Some-college,United-States,Divorced
89,Local-gov,Craft-repair,White,Female,HS-grad,United-States,Widowed
73,Self-emp-inc,Tech-support,Other,Male,9th,United-States,Never-married
24,Private,Craft-repair,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Divorced
42,Self-emp-inc,Protective-serv,Other,Female,9th,United-States,Divorced
83,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Male,Masters,United-States,Married-AF-spouse
80,Without-pay,Craft-repair,Amer-Indian-Eskimo,Male,Masters,United-States,Divorced
69,Local-gov,Prof-specialty,Other,Female,11th,United-States,Separated
71,Self-emp-inc,Priv-house-serv,Black,Male,Doctorate,United-States,Married-civ-spouse
29,Local-gov,Sales,Black,Female,Doctorate,United-States,Never-married
77,State-gov,Armed-Forces,Other,Male,Prof-school,United-States,Never-married
37,Federal-gov,Sales,Other,Male,10th,Greece,Widowed
64,Self-emp-inc,Adm-clerical,Amer-Indian-Eskimo,Male,11th,United-States,Never-married
90,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,7th-8th,United-States,Never-married
86,Self-emp-not-inc,Transport-moving,Asian-Pac-Islander,Female,9th,United-States,Separated
42,State-gov,Farming-fishing,Asian-Pac-Islander,Female,Prof-school,United-States,Separated
51,Self-emp-not-inc,Farming-fishing,Black,Female,Some-college,United-States,Married-spouse-absent
63,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Female,12th,United-States,Married-spouse-absent
63,Without-pay,Tech-support,Other,Female,5th-6th,United-States,Married-civ-spouse
29,Local-gov,Transport-moving,White,Male,11th,Trinadad&Tobago,Never-married
71,Without-pay,Handlers-cleaners,Asian-Pac-Islander,Male,Prof-school,United-States,Divorced
24,Without-pay,Handlers-cleaners,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-civ-spouse
83,Local-gov,Exec-managerial,White,Male,Some-college,United-States,Separated
54,Local-gov,Prof-specialty,Black,Male,Assoc-acdm,Puerto-Rico,Never-married
77,Federal-gov,Protective-serv,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-AF-spouse
71,Self-emp-inc,Priv-house-serv,Other,Male,Doctorate,France,Married-spouse-absent
71,State-gov,Machine-op-inspct,Other,Male,7th-8th,United-States,Divorced
18,Without-pay,Farming-fishing,Black,Male,11th,United-States,Married-spouse-absent
65,Self-emp-inc,Other-service,Other,Female,Doctorate,Nicaragua,Married-AF-spouse
47,State-gov,Armed-Forces,White,Female,11th,United-States,Married-spouse-absent
70,Self-emp-not-inc,Transport-moving,Black,Male,Preschool,United-States,Married-spouse-absent
34,Self-emp-not-inc,Adm-clerical,Black,Male,Doctorate,United-States,Married-civ-spouse
27,Without-pay,Craft-repair,Black,Female,11th,United-States,Married-spouse-absent
22,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Female,11th,United-States,Never-married
72,Without-pay,Armed-Forces,Black,Male,Prof-school,United-States,Widowed
28,Self-emp-not-inc,Adm-clerical,Black,Female,Bachelors,United-States,Married-civ-spouse
36,Private,Farming-fishing,White,Female,11th,United-States,Never-married
24,Local-gov,Handlers-cleaners,Black,Female,Assoc-voc,United-States,Separated
46,Private,Transport-moving,White,Male,Some-college,United-States,Never-married
59,Without-pay,Other-service,Black,Female,10th,United-States,Divorced
56,Local-gov,Machine-op-inspct,White,Female,Preschool,United-States,Never-married
68,Self-emp-inc,Tech-support,Other,Female,1st-4th,United-States,Widowed
50,Private,Protective-serv,Other,Female,Preschool,United-States,Never-married
30,Private,Exec-managerial,White,Female,Bachelors,United-States,Divorced
39,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,5th-6th,United-States,Never-married
