age,workclass,occupation,race,sex,education,native-country,marital-status,income
17,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Female,HS-grad,Peru,Widowed,<=50K
17,Private,Farming-fishing,White,Male,Doctorate,Laos,Widowed,>50K
90,Self-emp-not-inc,Priv-house-serv,Asian-Pac-Islander,Female,12th,Holand-Netherlands,Never-married,<=50K
17,State-gov,Protective-serv,Asian-Pac-Islander,Female,Bachelors,Honduras,Widowed,<=50K
17,Local-gov,Farming-fishing,Black,Female,1st-4th,United-States,Separated,<=50K
17,State-gov,Protective-serv,Other,Female,Assoc-acdm,Portugal,Married-spouse-absent,>50K
17,Local-gov,Priv-house-serv,Asian-Pac-Islander,Male,Masters,Trinadad&Tobago,Never-married,<=50K
90,Without-pay,Armed-Forces,Other,Female,1st-4th,Iran,Married-spouse-absent,>50K
90,Private,Exec-managerial,Amer-Indian-Eskimo,Female,HS-grad,Columbia,Married-AF-spouse,<=50K
90,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,Bachelors,Honduras,Married-spouse-absent,<=50K
90,Federal-gov,Adm-clerical,Amer-Indian-Eskimo,Male,1st-4th,Philippines,Divorced,<=50K
90,Federal-gov,Machine-op-inspct,Black,Female,Bachelors,Guatemala,Widowed,<=50K
17,Federal-gov,Machine-op-inspct,Other,Female,HS-grad,Outlying-US(Guam-USVI-etc),Separated,>50K
90,Self-emp-inc,Other-service,Asian-Pac-Islander,Female,Some-college,Thailand,Married-AF-spouse,>50K
17,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,HS-grad,Ireland,Divorced,<=50K
17,Federal-gov,Prof-specialty,Black,Female,Assoc-acdm,United-States,Never-married,<=50K
90,Federal-gov,Farming-fishing,Asian-Pac-Islander,Male,Prof-school,India,Married-civ-spouse,<=50K
17,Private,Craft-repair,Other,Female,Bachelors,Dominican-Republic,Married-AF-spouse,>50K
90,Self-emp-inc,Sales,Black,Female,12th,Italy,Married-AF-spouse,>50K
17,Federal-gov,Craft-repair,Black,Male,Assoc-acdm,Guatemala,Married-civ-spouse,<=50K
17,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Male,Assoc-voc,India,Married-civ-spouse,<=50K
17,Without-pay,Armed-Forces,Asian-Pac-Islander,Male,Assoc-voc,Poland,Married-civ-spouse,>50K
90,Federal-gov,Priv-house-serv,Black,Female,Prof-school,Columbia,Married-spouse-absent,>50K
17,Private,Handlers-cleaners,Asian-Pac-Islander,Female,9th,Italy,Separated,<=50K
17,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,7th-8th,Italy,Widowed,<=50K
17,Self-emp-not-inc,Transport-moving,White,Male,Masters,United-States,Widowed,<=50K
90,Federal-gov,Handlers-cleaners,White,Female,9th,Germany,Married-spouse-absent,<=50K
17,State-gov,Adm-clerical,Asian-Pac-Islander,Female,7th-8th,Taiwan,Married-AF-spouse,<=50K
17,State-gov,Craft-repair,Other,Male,Prof-school,Puerto-Rico,Widowed,<=50K
90,State-gov,Craft-repair,White,Female,7th-8th,Nicaragua,Never-married,<=50K
90,Without-pay,Handlers-cleaners,Amer-Indian-Eskimo,Male,9th,Italy,Married-spouse-absent,<=50K
90,Private,Sales,Asian-Pac-Islander,Female,Assoc-acdm,Nicaragua,Separated,>50K
17,Private,Priv-house-serv,White,Female,12th,Taiwan,Married-civ-spouse,>50K
17,Federal-gov,Handlers-cleaners,Other,Female,1st-4th,Ecuador,Divorced,>50K
90,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Male,11th,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
17,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,Preschool,Guatemala,Married-civ-spouse,>50K
90,Self-emp-not-inc,Prof-specialty,White,Male,10th,China,Married-civ-spouse,>50K
90,Without-pay,Prof-specialty,Asian-Pac-Islander,Female,Assoc-acdm,Yugoslavia,Married-AF-spouse,<=50K
90,Local-gov,Machine-op-inspct,Black,Female,Assoc-acdm,China,Married-civ-spouse,<=50K
90,Federal-gov,Armed-Forces,Asian-Pac-Islander,Female,Doctorate,Honduras,Divorced,>50K
90,Private,Sales,Asian-Pac-Islander,Male,12th,Portugal,Married-spouse-absent,<=50K
17,State-gov,Priv-house-serv,White,Female,5th-6th,Jamaica,Married-civ-spouse,>50K
17,Self-emp-not-inc,Exec-managerial,White,Female,Masters,Ireland,Married-AF-spouse,<=50K
90,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Female,Preschool,Yugoslavia,Widowed,>50K
90,State-gov,Armed-Forces,Amer-Indian-Eskimo,Male,5th-6th,Thailand,Widowed,<=50K
17,Federal-gov,Adm-clerical,Black,Female,5th-6th,France,Divorced,>50K
90,Self-emp-not-inc,Adm-clerical,Asian-Pac-Islander,Female,Assoc-voc,China,Married-civ-spouse,<=50K
90,State-gov,Priv-house-serv,Asian-Pac-Islander,Female,Preschool,Hong,Never-married,>50K
90,Self-emp-inc,Other-service,White,Male,5th-6th,Iran,Never-married,<=50K
17,Federal-gov,Prof-specialty,Amer-Indian-Eskimo,Female,11th,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
17,Self-emp-inc,Sales,Other,Female,Some-college,Peru,Widowed,>50K
17,State-gov,Priv-house-serv,Black,Male,Bachelors,South,Married-civ-spouse,>50K
17,Private,Adm-clerical,Other,Female,9th,Mexico,Divorced,>50K
17,State-gov,Prof-specialty,Asian-Pac-Islander,Male,Assoc-voc,Cuba,Married-AF-spouse,<=50K
17,Local-gov,Craft-repair,Asian-Pac-Islander,Female,Some-college,Laos,Separated,<=50K
90,Local-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,Some-college,Haiti,Separated,<=50K
90,Self-emp-inc,Armed-Forces,Other,Male,11th,Germany,Married-civ-spouse,<=50K
90,Self-emp-inc,Prof-specialty,White,Male,10th,Hungary,Separated,>50K
17,Federal-gov,Other-service,Black,Female,Masters,Haiti,Married-AF-spouse,>50K
17,Federal-gov,Protective-serv,White,Male,1st-4th,Philippines,Married-spouse-absent,>50K
17,Without-pay,Farming-fishing,Asian-Pac-Islander,Female,Doctorate,Philippines,Married-AF-spouse,<=50K
17,Without-pay,Adm-clerical,Black,Female,5th-6th,Outlying-US(Guam-USVI-etc),Separated,<=50K
17,Without-pay,Protective-serv,White,Male,9th,Outlying-US(Guam-USVI-etc),Married-spouse-absent,>50K
90,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Male,1st-4th,United-States,Separated,<=50K
90,Without-pay,Transport-moving,Asian-Pac-Islander,Male,HS-grad,Canada,Married-AF-spouse,<=50K
17,State-gov,Craft-repair,White,Female,Bachelors,Poland,Married-AF-spouse,<=50K
17,Federal-gov,Farming-fishing,Asian-Pac-Islander,Female,Bachelors,Puerto-Rico,Separated,<=50K
90,Private,Exec-managerial,Amer-Indian-Eskimo,Male,Assoc-acdm,Philippines,Never-married,<=50K
17,Without-pay,Craft-repair,Amer-Indian-Eskimo,Female,HS-grad,Vietnam,Married-AF-spouse,<=50K
90,Without-pay,Other-service,Black,Male,10th,Dominican-Republic,Divorced,>50K
17,Private,Prof-specialty,Black,Male,5th-6th,Cambodia,Married-spouse-absent,>50K
90,Self-emp-inc,Farming-fishing,White,Male,Assoc-voc,Ireland,Married-AF-spouse,<=50K
90,Private,Armed-Forces,Amer-Indian-Eskimo,Male,11th,France,Married-spouse-absent,>50K
90,Without-pay,Armed-Forces,Amer-Indian-Eskimo,Female,1st-4th,South,Divorced,<=50K
90,Local-gov,Machine-op-inspct,Amer-Indian-Eskimo,Male,5th-6th,Japan,Widowed,>50K
29,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,Assoc-voc,Japan,Married-spouse-absent,<=50K
90,Self-emp-not-inc,Transport-moving,White,Female,Preschool,Honduras,Married-spouse-absent,<=50K
17,Without-pay,Armed-Forces,Amer-Indian-Eskimo,Male,Bachelors,Laos,Never-married,>50K
90,Self-emp-not-inc,Machine-op-inspct,Black,Female,1st-4th,Dominican-Republic,Married-civ-spouse,<=50K
90,State-gov,Adm-clerical,White,Female,7th-8th,El-Salvador,Widowed,<=50K
17,Self-emp-inc,Handlers-cleaners,White,Male,1st-4th,France,Married-civ-spouse,>50K
90,Local-gov,Prof-specialty,Black,Male,7th-8th,Poland,Divorced,>50K
17,Self-emp-not-inc,Prof-specialty,Other,Male,Preschool,Iran,Married-AF-spouse,<=50K
90,Private,Prof-specialty,Amer-Indian-Eskimo,Male,Assoc-acdm,Laos,Married-AF-spouse,>50K
90,Federal-gov,Armed-Forces,Asian-Pac-Islander,Female,HS-grad,Taiwan,Divorced,<=50K
90,Self-emp-not-inc,Exec-managerial,White,Female,12th,Vietnam,Married-AF-spouse,<=50K
17,Local-gov,Adm-clerical,Other,Male,Some-college,Cuba,Divorced,>50K
17,Local-gov,Other-service,Amer-Indian-Eskimo,Male,7th-8th,Ireland,Married-spouse-absent,>50K
61,Private,Armed-Forces,White,Female,Assoc-voc,Yugoslavia,Married-AF-spouse,>50K
17,Self-emp-not-inc,Priv-house-serv,Asian-Pac-Islander,Female,Bachelors,Honduras,Married-civ-spouse,<=50K
17,Federal-gov,Exec-managerial,Asian-Pac-Islander,Female,Assoc-acdm,Cambodia,Divorced,>50K
17,Self-emp-inc,Exec-managerial,Black,Male,10th,Hong,Married-civ-spouse,<=50K
17,Self-emp-not-inc,Tech-support,Black,Male,Assoc-acdm,Philippines,Married-spouse-absent,<=50K
90,Private,Priv-house-serv,Amer-Indian-Eskimo,Male,1st-4th,Columbia,Married-spouse-absent,>50K
17,Without-pay,Handlers-cleaners,Other,Male,7th-8th,Taiwan,Widowed,<=50K
90,Private,Protective-serv,White,Female,5th-6th,Cuba,Married-AF-spouse,>50K
90,Private,Priv-house-serv,Asian-Pac-Islander,Male,Assoc-voc,Mexico,Never-married,>50K
90,State-gov,Protective-serv,Amer-Indian-Eskimo,Male,HS-grad,Hong,Separated,>50K
90,Self-emp-not-inc,Transport-moving,Black,Female,Some-college,Outlying-US(Guam-USVI-etc),Married-civ-spouse,<=50K
17,Without-pay,Exec-managerial,Black,Male,Masters,Philippines,Separated,>50K
90,Self-emp-inc,Sales,Other,Female,12th,Outlying-US(Guam-USVI-etc),Never-married,>50K
17,Local-gov,Transport-moving,Asian-Pac-Islander,Female,1st-4th,China,Married-civ-spouse,<=50K
90,Private,Handlers-cleaners,Asian-Pac-Islander,Male,HS-grad,Honduras,Married-spouse-absent,>50K
17,Without-pay,Tech-support,Black,Male,11th,France,Married-civ-spouse,>50K
90,Self-emp-inc,Craft-repair,Black,Male,5th-6th,France,Married-civ-spouse,>50K
17,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,Prof-school,Outlying-US(Guam-USVI-etc),Married-spouse-absent,>50K
90,Without-pay,Priv-house-serv,White,Female,HS-grad,El-Salvador,Married-AF-spouse,<=50K
17,Private,Other-service,Black,Male,7th-8th,Puerto-Rico,Married-AF-spouse,>50K
17,Private,Prof-specialty,Amer-Indian-Eskimo,Female,Prof-school,Poland,Married-spouse-absent,<=50K
34,Self-emp-not-inc,Handlers-cleaners,Amer-Indian-Eskimo,Female,7th-8th,Holand-Netherlands,Separated,<=50K
17,Without-pay,Protective-serv,Amer-Indian-Eskimo,Male,10th,El-Salvador,Divorced,<=50K
90,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,Some-college,Germany,Never-married,>50K
90,Federal-gov,Craft-repair,White,Male,Assoc-voc,Ireland,Never-married,<=50K
17,Without-pay,Handlers-cleaners,White,Male,9th,Italy,Married-spouse-absent,>50K
17,Local-gov,Handlers-cleaners,White,Male,Assoc-acdm,Ireland,Divorced,<=50K
17,Private,Adm-clerical,Amer-Indian-Eskimo,Male,HS-grad,Scotland,Married-spouse-absent,>50K
17,Self-emp-inc,Farming-fishing,Asian-Pac-Islander,Male,Preschool,Dominican-Republic,Married-AF-spouse,>50K
90,Self-emp-not-inc,Machine-op-inspct,White,Male,Assoc-voc,Vietnam,Married-AF-spouse,>50K
90,Self-emp-inc,Handlers-cleaners,Other,Female,12th,Germany,Widowed,>50K
17,Self-emp-inc,Sales,Black,Female,Some-college,Canada,Widowed,<=50K
90,Self-emp-inc,Other-service,Amer-Indian-Eskimo,Female,5th-6th,Holand-Netherlands,Divorced,<=50K
90,Self-emp-inc,Machine-op-inspct,Black,Male,7th-8th,India,Never-married,>50K
90,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Male,Some-college,Mexico,Married-AF-spouse,<=50K
17,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Assoc-voc,Trinadad&Tobago,Never-married,>50K
17,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Male,Some-college,Peru,Married-civ-spouse,>50K
17,State-gov,Exec-managerial,Black,Female,12th,South,Separated,>50K
17,Local-gov,Transport-moving,White,Female,Masters,France,Divorced,<=50K
17,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,9th,Poland,Widowed,<=50K
90,Self-emp-inc,Protective-serv,Asian-Pac-Islander,Female,Assoc-acdm,Taiwan,Married-AF-spouse,<=50K
90,Without-pay,Prof-specialty,Black,Female,9th,El-Salvador,Separated,<=50K
17,State-gov,Adm-clerical,Amer-Indian-Eskimo,Male,5th-6th,Mexico,Divorced,<=50K
17,Federal-gov,Craft-repair,Other,Female,Assoc-voc,France,Widowed,<=50K
17,Private,Priv-house-serv,Asian-Pac-Islander,Female,Assoc-voc,Greece,Married-civ-spouse,<=50K
17,State-gov,Sales,White,Female,Assoc-voc,South,Widowed,>50K
90,Without-pay,Protective-serv,Amer-Indian-Eskimo,Male,9th,England,Never-married,>50K
17,Without-pay,Handlers-cleaners,Black,Male,Assoc-voc,Yugoslavia,Divorced,<=50K
90,Local-gov,Armed-Forces,White,Male,7th-8th,Portugal,Married-spouse-absent,>50K
17,Local-gov,Tech-support,Amer-Indian-Eskimo,Male,7th-8th,Iran,Widowed,<=50K
17,Self-emp-inc,Farming-fishing,Asian-Pac-Islander,Male,Masters,Dominican-Republic,Married-spouse-absent,<=50K
90,Federal-gov,Transport-moving,Asian-Pac-Islander,Female,Assoc-acdm,Laos,Married-spouse-absent,>50K
90,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,9th,India,Divorced,>50K
17,Private,Craft-repair,Other,Female,12th,Haiti,Separated,<=50K
17,Self-emp-inc,Exec-managerial,White,Male,Preschool,Peru,Married-civ-spouse,>50K
17,Without-pay,Adm-clerical,White,Male,Doctorate,Ireland,Married-spouse-absent,<=50K
90,Self-emp-not-inc,Transport-moving,Other,Male,11th,Hungary,Married-civ-spouse,<=50K
17,Private,Exec-managerial,Other,Male,Prof-school,Iran,Married-AF-spouse,>50K
90,Without-pay,Priv-house-serv,Black,Male,1st-4th,Ireland,Married-spouse-absent,>50K
17,Self-emp-not-inc,Other-service,Other,Female,7th-8th,Dominican-Republic,Widowed,<=50K
17,Without-pay,Armed-Forces,White,Female,10th,Thailand,Married-civ-spouse,<=50K
90,Without-pay,Farming-fishing,Amer-Indian-Eskimo,Female,7th-8th,Ecuador,Married-AF-spouse,>50K
90,State-gov,Sales,Other,Female,Doctorate,Greece,Married-spouse-absent,>50K
17,State-gov,Tech-support,White,Male,Doctorate,France,Never-married,<=50K
17,Without-pay,Armed-Forces,Amer-Indian-Eskimo,Female,1st-4th,Cambodia,Divorced,>50K
17,Without-pay,Farming-fishing,White,Female,HS-grad,China,Separated,>50K
17,Local-gov,Other-service,Other,Male,5th-6th,Hong,Married-civ-spouse,>50K
90,Self-emp-inc,Protective-serv,Asian-Pac-Islander,Female,Assoc-voc,Honduras,Widowed,<=50K
17,Private,Priv-house-serv,Black,Male,10th,United-States,Separated,>50K
17,Local-gov,Craft-repair,Black,Female,Some-college,China,Married-civ-spouse,<=50K
90,State-gov,Tech-support,Other,Female,Some-college,Hungary,Married-AF-spouse,>50K
17,Without-pay,Transport-moving,Black,Male,11th,Trinadad&Tobago,Married-AF-spouse,>50K
17,Private,Farming-fishing,Amer-Indian-Eskimo,Male,Prof-school,Yugoslavia,Married-civ-spouse,>50K
17,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,10th,Peru,Divorced,>50K
90,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Male,9th,Outlying-US(Guam-USVI-etc),Never-married,>50K
17,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Male,5th-6th,Japan,Never-married,>50K
17,Federal-gov,Other-service,Black,Female,1st-4th,Canada,Divorced,>50K
90,Local-gov,Protective-serv,Asian-Pac-Islander,Male,Assoc-voc,Vietnam,Married-AF-spouse,<=50K
90,State-gov,Armed-Forces,Asian-Pac-Islander,Male,5th-6th,Germany,Married-spouse-absent,<=50K
90,State-gov,Armed-Forces,Asian-Pac-Islander,Male,7th-8th,Yugoslavia,Never-married,<=50K
90,State-gov,Machine-op-inspct,Black,Male,Prof-school,Dominican-Republic,Divorced,>50K
90,Without-pay,Sales,White,Male,Assoc-voc,Yugoslavia,Married-spouse-absent,>50K
17,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,Assoc-acdm,Cuba,Married-spouse-absent,<=50K
90,State-gov,Machine-op-inspct,Amer-Indian-Eskimo,Male,7th-8th,Yugoslavia,Never-married,<=50K
17,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Some-college,Portugal,Married-AF-spouse,<=50K
90,Self-emp-not-inc,Craft-repair,White,Male,9th,Hong,Separated,<=50K
17,Local-gov,Handlers-cleaners,Other,Male,Masters,Ecuador,Married-civ-spouse,<=50K
17,State-gov,Transport-moving,Black,Female,9th,Nicaragua,Married-AF-spouse,<=50K
90,Local-gov,Priv-house-serv,Black,Male,Prof-school,Germany,Never-married,>50K
90,Without-pay,Other-service,Amer-Indian-Eskimo,Female,Preschool,Iran,Never-married,>50K
17,Self-emp-not-inc,Other-service,Amer-Indian-Eskimo,Male,1st-4th,Hong,Married-AF-spouse,>50K
17,Federal-gov,Exec-managerial,Black,Male,Bachelors,El-Salvador,Separated,<=50K
90,Local-gov,Protective-serv,Other,Male,5th-6th,France,Divorced,<=50K
17,Local-gov,Farming-fishing,Asian-Pac-Islander,Male,Doctorate,Greece,Widowed,>50K
90,Without-pay,Sales,White,Male,HS-grad,France,Married-AF-spouse,>50K
17,Federal-gov,Craft-repair,Other,Female,1st-4th,Portugal,Married-spouse-absent,>50K
17,Without-pay,Prof-specialty,Black,Male,10th,Holand-Netherlands,Widowed,<=50K
17,Local-gov,Farming-fishing,Asian-Pac-Islander,Male,5th-6th,Nicaragua,Married-spouse-absent,<=50K
17,Private,Machine-op-inspct,White,Male,Some-college,Columbia,Divorced,<=50K
90,Self-emp-inc,Armed-Forces,Black,Male,Assoc-acdm,Cambodia,Married-spouse-absent,<=50K
17,Without-pay,Sales,White,Male,Preschool,Germany,Separated,>50K
90,State-gov,Exec-managerial,Other,Male,Prof-school,Laos,Married-AF-spouse,>50K
17,State-gov,Priv-house-serv,White,Female,1st-4th,Taiwan,Married-spouse-absent,<=50K
90,Federal-gov,Other-service,Asian-Pac-Islander,Female,HS-grad,Mexico,Never-married,>50K
90,Private,Craft-repair,Other,Female,Bachelors,Cambodia,Widowed,>50K
17,Local-gov,Transport-moving,Other,Female,7th-8th,Nicaragua,Divorced,<=50K
90,Without-pay,Exec-managerial,Amer-Indian-Eskimo,Female,Bachelors,Thailand,Married-civ-spouse,<=50K
90,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Male,Assoc-acdm,Germany,Never-married,<=50K
90,Without-pay,Tech-support,Black,Female,Preschool,Honduras,Married-civ-spouse,<=50K
17,State-gov,Sales,White,Male,Assoc-voc,Italy,Married-civ-spouse,<=50K
90,Private,Adm-clerical,Black,Male,Masters,Scotland,Divorced,<=50K
90,Federal-gov,Priv-house-serv,Black,Female,Bachelors,Canada,Divorced,<=50K
17,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Male,1st-4th,Peru,Married-civ-spouse,>50K
17,Self-emp-not-inc,Transport-moving,Other,Male,HS-grad,Haiti,Married-AF-spouse,<=50K
17,Federal-gov,Prof-specialty,Other,Male,11th,Yugoslavia,Married-civ-spouse,>50K
17,Self-emp-not-inc,Transport-moving,Amer-Indian-Eskimo,Female,5th-6th,Trinadad&Tobago,Married-AF-spouse,>50K
17,Self-emp-not-inc,Priv-house-serv,Other,Male,10th,Hong,Married-AF-spouse,<=50K
71,State-gov,Armed-Forces,Amer-Indian-Eskimo,Male,7th-8th,Jamaica,Divorced,>50K
17,Private,Transport-moving,Black,Female,5th-6th,Haiti,Married-spouse-absent,>50K
90,Private,Exec-managerial,Other,Male,5th-6th,Portugal,Married-spouse-absent,>50K
17,State-gov,Handlers-cleaners,Other,Female,Some-college,Laos,Married-spouse-absent,<=50K
17,State-gov,Armed-Forces,Black,Male,Prof-school,Yugoslavia,Never-married,<=50K
90,State-gov,Craft-repair,Black,Female,HS-grad,Hungary,Never-married,<=50K
17,Local-gov,Prof-specialty,Black,Male,Assoc-acdm,Portugal,Separated,<=50K
90,Local-gov,Exec-managerial,Amer-Indian-Eskimo,Male,12th,Hong,Divorced,<=50K
90,Self-emp-inc,Farming-fishing,Black,Male,10th,Columbia,Separated,<=50K
90,Self-emp-not-inc,Tech-support,White,Female,Prof-school,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
17,Federal-gov,Exec-managerial,White,Female,Assoc-acdm,Honduras,Married-spouse-absent,<=50K
90,Private,Other-service,Black,Female,9th,Honduras,Never-married,>50K
90,Without-pay,Protective-serv,Black,Female,10th,Mexico,Married-AF-spouse,<=50K
17,Self-emp-inc,Sales,Black,Female,Assoc-voc,Vietnam,Married-civ-spouse,>50K
90,Self-emp-not-inc,Exec-managerial,Black,Male,Some-college,Jamaica,Separated,<=50K
17,Private,Prof-specialty,Other,Male,Masters,United-States,Widowed,<=50K
90,Local-gov,Exec-managerial,Amer-Indian-Eskimo,Male,Bachelors,Haiti,Married-spouse-absent,<=50K
17,Without-pay,Tech-support,Amer-Indian-Eskimo,Male,Some-college,Yugoslavia,Divorced,<=50K
90,Private,Sales,Black,Female,Bachelors,El-Salvador,Married-spouse-absent,>50K
90,Self-emp-not-inc,Machine-op-inspct,Other,Female,Masters,Jamaica,Married-civ-spouse,<=50K
90,Local-gov,Prof-specialty,Other,Male,Doctorate,Iran,Never-married,<=50K
90,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Preschool,England,Divorced,>50K
17,Federal-gov,Other-service,Other,Male,Preschool,Mexico,Married-AF-spouse,>50K
90,Self-emp-not-inc,Adm-clerical,Amer-Indian-Eskimo,Male,Some-college,Guatemala,Married-spouse-absent,<=50K
90,Private,Sales,Amer-Indian-Eskimo,Female,10th,Portugal,Married-AF-spouse,<=50K
90,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Assoc-acdm,Iran,Divorced,>50K
17,Without-pay,Prof-specialty,Asian-Pac-Islander,Male,9th,Vietnam,Married-spouse-absent,>50K
90,Self-emp-not-inc,Priv-house-serv,White,Female,Masters,South,Married-AF-spouse,<=50K
90,Without-pay,Craft-repair,Black,Male,9th,Mexico,Widowed,>50K
17,Self-emp-not-inc,Transport-moving,Asian-Pac-Islander,Female,9th,South,Married-spouse-absent,>50K
90,Local-gov,Farming-fishing,Asian-Pac-Islander,Female,Assoc-acdm,Greece,Never-married,>50K
17,Local-gov,Sales,Amer-Indian-Eskimo,Female,Assoc-acdm,Jamaica,Never-married,>50K
90,Private,Tech-support,Other,Male,9th,Vietnam,Married-AF-spouse,>50K
90,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Female,HS-grad,Portugal,Separated,<=50K
90,Self-emp-not-inc,Priv-house-serv,Other,Female,Preschool,Ecuador,Divorced,>50K
90,State-gov,Prof-specialty,Black,Male,Doctorate,Canada,Married-civ-spouse,<=50K
17,Private,Sales,Asian-Pac-Islander,Male,Assoc-voc,South,Separated,<=50K
17,Private,Farming-fishing,Black,Female,Preschool,Philippines,Separated,>50K
17,State-gov,Farming-fishing,Black,Female,5th-6th,Mexico,Married-civ-spouse,<=50K
17,Without-pay,Armed-Forces,White,Female,5th-6th,South,Married-AF-spouse,<=50K
17,State-gov,Farming-fishing,Black,Male,Preschool,Nicaragua,Widowed,>50K
90,Local-gov,Armed-Forces,Black,Female,Assoc-acdm,Mexico,Married-spouse-absent,>50K
31,Without-pay,Priv-house-serv,Asian-Pac-Islander,Female,11th,Philippines,Widowed,>50K
17,Private,Other-service,Asian-Pac-Islander,Male,Bachelors,Ireland,Married-AF-spouse,<=50K
90,Local-gov,Exec-managerial,White,Male,11th,Thailand,Separated,>50K
17,Without-pay,Adm-clerical,White,Male,5th-6th,Guatemala,Married-spouse-absent,<=50K
17,Private,Priv-house-serv,Amer-Indian-Eskimo,Female,11th,Jamaica,Divorced,>50K
90,State-gov,Tech-support,Other,Female,Doctorate,Peru,Divorced,<=50K
17,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Female,HS-grad,Trinadad&Tobago,Separated,<=50K
90,Self-emp-inc,Farming-fishing,Other,Female,Preschool,Greece,Married-AF-spouse,>50K
54,Private,Protective-serv,Black,Female,10th,Thailand,Separated,<=50K
90,Private,Armed-Forces,Amer-Indian-Eskimo,Female,5th-6th,Honduras,Never-married,<=50K
90,Without-pay,Tech-support,Asian-Pac-Islander,Male,11th,Mexico,Married-civ-spouse,>50K
90,Without-pay,Priv-house-serv,Asian-Pac-Islander,Female,11th,Puerto-Rico,Married-spouse-absent,<=50K
17,Private,Prof-specialty,Black,Male,HS-grad,Honduras,Divorced,<=50K
90,Self-emp-not-inc,Handlers-cleaners,Black,Male,11th,Scotland,Widowed,<=50K
17,Self-emp-not-inc,Exec-managerial,Asian-Pac-Islander,Female,Bachelors,Mexico,Never-married,<=50K
17,Local-gov,Craft-repair,White,Male,Bachelors,Scotland,Widowed,>50K
90,Self-emp-inc,Sales,Asian-Pac-Islander,Male,Bachelors,Cambodia,Never-married,<=50K
17,Local-gov,Other-service,Black,Male,9th,Outlying-US(Guam-USVI-etc),Married-AF-spouse,<=50K
90,Without-pay,Sales,White,Female,7th-8th,Hungary,Widowed,>50K
55,Self-emp-not-inc,Other-service,Other,Male,7th-8th,Honduras,Married-civ-spouse,>50K
17,Federal-gov,Transport-moving,Amer-Indian-Eskimo,Male,10th,Ecuador,Married-spouse-absent,<=50K
90,Without-pay,Sales,Other,Male,HS-grad,Hong,Married-spouse-absent,<=50K
90,Without-pay,Protective-serv,Asian-Pac-Islander,Male,1st-4th,Nicaragua,Married-AF-spouse,<=50K
90,Without-pay,Protective-serv,Asian-Pac-Islander,Male,Masters,Scotland,Married-civ-spouse,<=50K
90,Private,Armed-Forces,Other,Male,Prof-school,Poland,Separated,>50K
17,State-gov,Craft-repair,Other,Male,10th,Philippines,Married-AF-spouse,<=50K
17,Local-gov,Protective-serv,Other,Male,Some-college,Hungary,Divorced,<=50K
90,Without-pay,Prof-specialty,Asian-Pac-Islander,Male,7th-8th,Mexico,Married-civ-spouse,>50K
17,Private,Transport-moving,Other,Male,11th,Hungary,Married-spouse-absent,<=50K
17,Local-gov,Adm-clerical,Asian-Pac-Islander,Male,Assoc-voc,Laos,Divorced,>50K
17,State-gov,Craft-repair,Amer-Indian-Eskimo,Male,5th-6th,Poland,Married-AF-spouse,>50K
17,Local-gov,Machine-op-inspct,White,Male,5th-6th,Hong,Widowed,<=50K
17,Self-emp-not-inc,Adm-clerical,Asian-Pac-Islander,Female,Some-college,England,Separated,<=50K
17,Private,Other-service,Black,Female,11th,Mexico,Married-AF-spouse,<=50K
17,Private,Craft-repair,Other,Male,9th,England,Married-AF-spouse,<=50K
