age,workclass,occupation,race,sex,education,native-country,marital-status,income
17,Self-emp-not-inc,Other-service,White,Female,7th-8th,United-States,Divorced,<=50K
19,Self-emp-not-inc,Prof-specialty,White,Male,Bachelors,United-States,Never-married,<=50K
17,Private,Handlers-cleaners,Black,Male,HS-grad,Canada,Never-married,<=50K
17,Self-emp-not-inc,Craft-repair,White,Male,9th,Puerto-Rico,Married-civ-spouse,<=50K
78,Local-gov,Protective-serv,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
17,Self-emp-not-inc,Craft-repair,White,Male,1st-4th,United-States,Married-civ-spouse,<=50K
32,State-gov,Prof-specialty,White,Female,Masters,Haiti,Divorced,<=50K
51,Federal-gov,Adm-clerical,White,Female,Assoc-acdm,United-States,Married-civ-spouse,>50K
18,Private,Armed-Forces,Black,Male,HS-grad,United-States,Never-married,<=50K
17,Private,Craft-repair,White,Male,Doctorate,Mexico,Never-married,<=50K
34,Private,Craft-repair,White,Male,11th,Germany,Married-civ-spouse,<=50K
31,Private,Handlers-cleaners,White,Male,7th-8th,United-States,Married-civ-spouse,>50K
17,Private,Other-service,White,Male,11th,United-States,Never-married,<=50K
17,Private,Handlers-cleaners,White,Male,HS-grad,Holand-Netherlands,Never-married,<=50K
40,Private,Adm-clerical,White,Female,Some-college,United-States,Separated,<=50K
50,Private,Exec-managerial,Black,Male,Bachelors,United-States,Married-civ-spouse,<=50K
35,Private,Exec-managerial,White,Female,Masters,United-States,Divorced,>50K
68,Private,Other-service,Black,Male,Preschool,United-States,Widowed,<=50K
61,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
26,Federal-gov,Sales,White,Female,Preschool,United-States,Married-AF-spouse,<=50K
41,Local-gov,Prof-specialty,White,Female,Bachelors,United-States,Divorced,<=50K
31,Federal-gov,Adm-clerical,Black,Male,HS-grad,Mexico,Married-civ-spouse,<=50K
17,Private,Other-service,White,Female,HS-grad,United-States,Married-spouse-absent,<=50K
49,Private,Adm-clerical,White,Female,Some-college,Puerto-Rico,Separated,<=50K
39,Private,Exec-managerial,White,Male,Prof-school,United-States,Married-civ-spouse,<=50K
22,Private,Prof-specialty,White,Female,HS-grad,United-States,Never-married,<=50K
17,Private,Exec-managerial,White,Male,Assoc-voc,United-States,Married-civ-spouse,>50K
43,Private,Adm-clerical,White,Female,Some-college,United-States,Separated,<=50K
48,Private,Machine-op-inspct,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
84,Private,Other-service,White,Female,10th,United-States,Separated,<=50K
17,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,Masters,Cambodia,Never-married,<=50K
18,Private,Tech-support,White,Female,HS-grad,Germany,Divorced,<=50K
48,Private,Transport-moving,White,Male,HS-grad,Taiwan,Married-civ-spouse,>50K
60,Self-emp-inc,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
49,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
24,Private,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
28,Private,Other-service,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
58,Private,Other-service,White,Female,Doctorate,United-States,Divorced,<=50K
60,Private,Priv-house-serv,Black,Female,9th,United-States,Widowed,<=50K
60,Local-gov,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
17,Private,Sales,Amer-Indian-Eskimo,Female,12th,United-States,Married-AF-spouse,<=50K
31,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Never-married,<=50K
25,Private,Tech-support,White,Female,Some-college,United-States,Never-married,<=50K
17,Private,Adm-clerical,White,Female,HS-grad,United-States,Separated,<=50K
22,Local-gov,Adm-clerical,White,Female,Masters,United-States,Never-married,<=50K
29,Private,Machine-op-inspct,White,Female,11th,United-States,Never-married,<=50K
21,Private,Sales,White,Female,Masters,United-States,Married-civ-spouse,<=50K
43,Private,Sales,White,Female,11th,Mexico,Divorced,<=50K
34,Private,Tech-support,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
31,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
42,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
57,Self-emp-not-inc,Farming-fishing,White,Male,HS-grad,Honduras,Married-civ-spouse,<=50K
17,Private,Craft-repair,White,Male,7th-8th,United-States,Never-married,<=50K
41,Private,Craft-repair,Black,Male,HS-grad,United-States,Divorced,<=50K
45,Self-emp-not-inc,Exec-managerial,White,Male,Assoc-voc,United-States,Married-civ-spouse,<=50K
45,Private,Craft-repair,White,Male,HS-grad,Canada,Never-married,<=50K
49,Private,Sales,White,Female,Assoc-acdm,United-States,Married-civ-spouse,>50K
45,Private,Machine-op-inspct,Black,Female,HS-grad,United-States,Divorced,<=50K
23,Private,Adm-clerical,White,Female,Bachelors,United-States,Never-married,<=50K
37,Private,Transport-moving,White,Male,10th,South,Married-civ-spouse,<=50K
78,Self-emp-not-inc,Craft-repair,White,Male,7th-8th,United-States,Never-married,<=50K
26,Self-emp-not-inc,Prof-specialty,White,Male,Prof-school,Italy,Never-married,>50K
17,Private,Machine-op-inspct,White,Male,Bachelors,Jamaica,Never-married,<=50K
43,Local-gov,Adm-clerical,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
17,Private,Other-service,Black,Male,Some-college,United-States,Never-married,<=50K
28,Private,Other-service,White,Male,HS-grad,United-States,Never-married,<=50K
68,Private,Machine-op-inspct,Black,Female,11th,United-States,Married-civ-spouse,<=50K
29,Self-emp-not-inc,Farming-fishing,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
22,Private,Sales,Black,Female,HS-grad,United-States,Never-married,<=50K
66,Private,Exec-managerial,White,Male,Some-college,United-States,Married-civ-spouse,>50K
21,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
17,State-gov,Tech-support,Asian-Pac-Islander,Male,Bachelors,United-States,Never-married,<=50K
39,Local-gov,Other-service,White,Female,11th,United-States,Never-married,<=50K
32,Private,Craft-repair,Black,Male,HS-grad,United-States,Never-married,<=50K
43,Private,Other-service,White,Female,Preschool,Mexico,Never-married,<=50K
38,Private,Prof-specialty,White,Male,12th,United-States,Married-civ-spouse,>50K
37,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
42,Private,Protective-serv,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
53,Private,Exec-managerial,Black,Female,Some-college,United-States,Widowed,<=50K
34,Private,Protective-serv,Black,Male,Bachelors,United-States,Married-civ-spouse,<=50K
18,Private,Machine-op-inspct,Black,Female,HS-grad,United-States,Never-married,<=50K
33,Private,Prof-specialty,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
51,Private,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
44,Local-gov,Prof-specialty,White,Female,Masters,United-States,Separated,<=50K
45,Private,Exec-managerial,White,Female,Some-college,United-States,Divorced,<=50K
62,Self-emp-inc,Farming-fishing,White,Male,10th,Philippines,Married-civ-spouse,<=50K
17,Private,Prof-specialty,White,Male,11th,United-States,Never-married,<=50K
17,Private,Prof-specialty,White,Male,Assoc-voc,United-States,Married-civ-spouse,>50K
24,Self-emp-not-inc,Farming-fishing,White,Male,HS-grad,United-States,Never-married,<=50K
27,Private,Craft-repair,White,Female,HS-grad,Cuba,Never-married,<=50K
17,Private,Exec-managerial,White,Male,Some-college,United-States,Married-civ-spouse,>50K
17,Private,Craft-repair,White,Male,HS-grad,Ireland,Never-married,<=50K
42,Private,Adm-clerical,White,Female,HS-grad,Canada,Widowed,<=50K
63,Self-emp-inc,Sales,White,Male,Assoc-acdm,Ecuador,Married-civ-spouse,>50K
33,Private,Sales,White,Male,Some-college,Philippines,Never-married,<=50K
50,Self-emp-not-inc,Farming-fishing,White,Male,Bachelors,Mexico,Never-married,<=50K
21,Private,Prof-specialty,White,Male,Bachelors,Taiwan,Married-civ-spouse,>50K
24,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Divorced,<=50K
36,Private,Sales,White,Male,HS-grad,Ecuador,Married-civ-spouse,>50K
55,Private,Craft-repair,Black,Male,11th,United-States,Married-civ-spouse,<=50K
28,Private,Adm-clerical,Black,Female,Some-college,United-States,Never-married,<=50K
46,Private,Craft-repair,White,Male,HS-grad,United-States,Divorced,<=50K
68,Private,Sales,White,Male,Some-college,United-States,Married-civ-spouse,>50K
22,Private,Machine-op-inspct,White,Male,HS-grad,United-States,Divorced,<=50K
29,State-gov,Adm-clerical,Black,Female,Some-college,United-States,Divorced,<=50K
42,Private,Exec-managerial,White,Male,Masters,United-States,Never-married,>50K
23,Private,Handlers-cleaners,White,Male,9th,United-States,Never-married,<=50K
46,Self-emp-inc,Exec-managerial,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
51,Self-emp-not-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
23,Private,Adm-clerical,Asian-Pac-Islander,Female,Some-college,United-States,Divorced,<=50K
32,Private,Other-service,White,Female,Bachelors,Philippines,Never-married,<=50K
58,Local-gov,Craft-repair,Black,Male,11th,Honduras,Married-civ-spouse,>50K
57,Private,Handlers-cleaners,White,Male,Some-college,United-States,Never-married,<=50K
22,Private,Craft-repair,White,Male,Some-college,United-States,Never-married,<=50K
42,Private,Exec-managerial,Asian-Pac-Islander,Male,Masters,India,Married-civ-spouse,<=50K
22,Private,Prof-specialty,White,Male,Some-college,Philippines,Never-married,<=50K
71,Self-emp-not-inc,Sales,White,Male,Some-college,United-States,Divorced,<=50K
42,Private,Exec-managerial,White,Female,Assoc-voc,Columbia,Never-married,<=50K
19,Private,Farming-fishing,Amer-Indian-Eskimo,Female,10th,United-States,Married-civ-spouse,<=50K
28,Self-emp-not-inc,Sales,White,Male,Bachelors,Iran,Married-civ-spouse,<=50K
47,Private,Transport-moving,White,Male,11th,United-States,Married-civ-spouse,<=50K
37,Private,Exec-managerial,White,Male,Bachelors,United-States,Never-married,<=50K
39,Private,Prof-specialty,White,Female,HS-grad,United-States,Divorced,<=50K
44,Private,Handlers-cleaners,White,Male,HS-grad,Mexico,Married-civ-spouse,<=50K
18,Private,Machine-op-inspct,White,Male,7th-8th,United-States,Married-civ-spouse,<=50K
46,Private,Craft-repair,White,Male,Prof-school,United-States,Married-civ-spouse,<=50K
17,Private,Other-service,White,Female,Some-college,United-States,Separated,<=50K
20,Private,Sales,White,Female,Some-college,United-States,Divorced,<=50K
50,State-gov,Adm-clerical,White,Female,Assoc-acdm,Nicaragua,Never-married,<=50K
37,Private,Tech-support,White,Female,Assoc-voc,United-States,Divorced,<=50K
26,Private,Tech-support,White,Male,Some-college,United-States,Divorced,<=50K
17,Private,Craft-repair,White,Male,Bachelors,United-States,Never-married,<=50K
53,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
42,Self-emp-inc,Sales,White,Female,HS-grad,United-States,Married-civ-spouse,<=50K
42,Private,Exec-managerial,White,Male,Masters,United-States,Separated,>50K
43,Private,Prof-specialty,White,Male,Bachelors,Iran,Married-civ-spouse,>50K
79,State-gov,Prof-specialty,White,Female,Doctorate,Mexico,Never-married,>50K
30,Private,Handlers-cleaners,White,Male,HS-grad,Canada,Married-civ-spouse,>50K
32,Self-emp-not-inc,Adm-clerical,White,Male,HS-grad,United-States,Never-married,<=50K
34,State-gov,Adm-clerical,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
68,Federal-gov,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
28,Private,Farming-fishing,White,Male,HS-grad,United-States,Never-married,<=50K
61,Private,Exec-managerial,Black,Female,Some-college,United-States,Never-married,<=50K
71,State-gov,Prof-specialty,White,Male,Doctorate,United-States,Married-civ-spouse,>50K
55,Private,Craft-repair,Asian-Pac-Islander,Male,Prof-school,Philippines,Married-civ-spouse,>50K
51,Private,Craft-repair,White,Male,11th,United-States,Married-civ-spouse,>50K
17,Private,Sales,White,Female,HS-grad,United-States,Never-married,<=50K
59,Self-emp-not-inc,Craft-repair,White,Male,HS-grad,England,Married-civ-spouse,<=50K
32,Private,Machine-op-inspct,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
43,Self-emp-inc,Prof-specialty,White,Male,Prof-school,Iran,Married-civ-spouse,>50K
25,Private,Other-service,White,Male,Some-college,United-States,Never-married,<=50K
17,State-gov,Exec-managerial,White,Male,Masters,United-States,Married-civ-spouse,<=50K
50,Private,Machine-op-inspct,White,Female,HS-grad,Hong,Widowed,<=50K
61,Private,Machine-op-inspct,White,Female,HS-grad,United-States,Separated,<=50K
48,Private,Craft-repair,White,Male,Some-college,United-States,Married-civ-spouse,>50K
17,Private,Adm-clerical,White,Male,HS-grad,United-States,Married-AF-spouse,<=50K
67,Private,Sales,White,Male,Masters,United-States,Married-civ-spouse,>50K
90,Self-emp-not-inc,Prof-specialty,White,Female,Bachelors,United-States,Widowed,<=50K
42,Private,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
35,Local-gov,Craft-repair,White,Male,12th,Dominican-Republic,Married-civ-spouse,<=50K
44,Self-emp-not-inc,Sales,White,Male,Some-college,Laos,Married-civ-spouse,>50K
33,Local-gov,Exec-managerial,Black,Female,Prof-school,United-States,Never-married,>50K
21,State-gov,Prof-specialty,White,Male,Bachelors,United-States,Never-married,<=50K
18,Private,Adm-clerical,White,Female,Some-college,Mexico,Never-married,<=50K
17,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Never-married,<=50K
68,Private,Transport-moving,White,Male,5th-6th,United-States,Divorced,<=50K
79,Private,Adm-clerical,White,Male,Some-college,United-States,Divorced,<=50K
36,Private,Sales,White,Male,Bachelors,United-States,Never-married,<=50K
45,Self-emp-not-inc,Farming-fishing,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
46,Self-emp-inc,Exec-managerial,White,Male,Assoc-acdm,United-States,Married-civ-spouse,>50K
58,Self-emp-inc,Transport-moving,White,Male,Prof-school,United-States,Married-civ-spouse,>50K
56,Private,Sales,White,Female,Bachelors,United-States,Divorced,<=50K
78,Private,Transport-moving,White,Male,Some-college,United-States,Married-civ-spouse,>50K
67,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
42,Self-emp-not-inc,Exec-managerial,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
64,Self-emp-not-inc,Machine-op-inspct,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
61,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
51,Local-gov,Exec-managerial,White,Male,9th,United-States,Married-civ-spouse,<=50K
40,Private,Adm-clerical,White,Female,Some-college,United-States,Never-married,<=50K
36,Private,Transport-moving,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
17,Private,Other-service,White,Male,Some-college,United-States,Never-married,<=50K
21,Private,Prof-specialty,White,Female,Assoc-acdm,United-States,Divorced,<=50K
17,Private,Priv-house-serv,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
23,Private,Handlers-cleaners,White,Male,HS-grad,Italy,Divorced,<=50K
41,Private,Prof-specialty,Asian-Pac-Islander,Male,HS-grad,Japan,Married-spouse-absent,>50K
17,Private,Transport-moving,White,Male,Doctorate,United-States,Never-married,<=50K
35,Local-gov,Adm-clerical,White,Female,Bachelors,United-States,Widowed,<=50K
62,Private,Exec-managerial,White,Male,Some-college,Nicaragua,Divorced,<=50K
46,Private,Other-service,Black,Female,11th,United-States,Divorced,<=50K
31,Private,Exec-managerial,White,Female,HS-grad,United-States,Never-married,<=50K
29,Private,Exec-managerial,White,Male,Some-college,United-States,Married-civ-spouse,>50K
48,Private,Craft-repair,Black,Male,HS-grad,China,Never-married,<=50K
18,Private,Sales,White,Male,Some-college,Philippines,Never-married,<=50K
17,Private,Sales,White,Female,Some-college,United-States,Never-married,<=50K
20,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
42,Private,Exec-managerial,White,Male,Masters,United-States,Married-civ-spouse,>50K
28,State-gov,Other-service,White,Male,Some-college,United-States,Never-married,<=50K
35,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
44,State-gov,Adm-clerical,White,Male,Prof-school,United-States,Married-civ-spouse,>50K
31,Private,Machine-op-inspct,White,Female,HS-grad,United-States,Divorced,<=50K
75,Self-emp-inc,Exec-managerial,White,Male,Some-college,United-States,Widowed,<=50K
29,Private,Craft-repair,White,Male,HS-grad,Outlying-US(Guam-USVI-etc),Never-married,<=50K
17,Private,Handlers-cleaners,White,Male,Some-college,United-States,Never-married,<=50K
18,Self-emp-not-inc,Farming-fishing,White,Male,Some-college,United-States,Never-married,<=50K
70,Self-emp-inc,Machine-op-inspct,Black,Female,HS-grad,United-States,Divorced,<=50K
42,Local-gov,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
57,Self-emp-not-inc,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
62,Private,Adm-clerical,White,Female,Some-college,United-States,Separated,<=50K
41,Private,Tech-support,White,Male,Prof-school,United-States,Married-civ-spouse,>50K
81,Self-emp-not-inc,Farming-fishing,White,Male,9th,United-States,Married-civ-spouse,<=50K
39,Without-pay,Exec-managerial,White,Male,Bachelors,Scotland,Married-civ-spouse,>50K
28,Local-gov,Tech-support,White,Female,Bachelors,United-States,Married-civ-spouse,<=50K
47,Self-emp-inc,Armed-Forces,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
17,Local-gov,Prof-specialty,White,Female,Bachelors,United-States,Never-married,<=50K
46,State-gov,Prof-specialty,White,Female,Some-college,United-States,Divorced,<=50K
17,Private,Sales,White,Female,12th,United-States,Never-married,<=50K
62,Private,Machine-op-inspct,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
53,Self-emp-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
24,Private,Machine-op-inspct,White,Female,Some-college,United-States,Divorced,<=50K
20,Private,Other-service,White,Female,Prof-school,United-States,Never-married,<=50K
19,Private,Sales,White,Male,1st-4th,United-States,Married-civ-spouse,<=50K
88,Private,Prof-specialty,White,Male,9th,United-States,Married-civ-spouse,>50K
17,Local-gov,Exec-managerial,White,Male,Bachelors,Poland,Married-civ-spouse,>50K
27,Private,Exec-managerial,White,Male,Some-college,United-States,Married-civ-spouse,>50K
46,Private,Protective-serv,White,Female,Some-college,England,Never-married,<=50K
28,Federal-gov,Prof-specialty,Asian-Pac-Islander,Male,Bachelors,United-States,Never-married,<=50K
51,Private,Prof-specialty,White,Male,Doctorate,United-States,Married-civ-spouse,>50K
45,Private,Adm-clerical,White,Male,Bachelors,United-States,Never-married,<=50K
17,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
25,Private,Other-service,White,Male,Some-college,United-States,Never-married,<=50K
26,Private,Tech-support,White,Male,Some-college,Poland,Married-civ-spouse,<=50K
57,Self-emp-inc,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
17,Private,Farming-fishing,White,Male,Assoc-acdm,United-States,Never-married,<=50K
57,Private,Farming-fishing,White,Male,Masters,Mexico,Never-married,<=50K
59,Private,Adm-clerical,White,Female,Some-college,Hungary,Divorced,<=50K
30,Private,Craft-repair,White,Male,Some-college,United-States,Never-married,<=50K
52,Private,Adm-clerical,White,Female,HS-grad,United-States,Married-civ-spouse,>50K
45,Private,Adm-clerical,White,Female,Assoc-voc,United-States,Divorced,<=50K
17,Private,Priv-house-serv,White,Female,Some-college,United-States,Never-married,<=50K
66,Private,Exec-managerial,White,Male,Masters,United-States,Married-civ-spouse,>50K
35,State-gov,Adm-clerical,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
42,Private,Exec-managerial,White,Male,Bachelors,United-States,Never-married,<=50K
23,Private,Machine-op-inspct,White,Male,HS-grad,Honduras,Married-civ-spouse,<=50K
85,Federal-gov,Prof-specialty,White,Female,Assoc-acdm,United-States,Separated,>50K
58,Private,Other-service,Other,Female,Doctorate,United-States,Divorced,<=50K
90,Private,Transport-moving,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
88,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,>50K
89,Federal-gov,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
69,Private,Transport-moving,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
40,Self-emp-not-inc,Farming-fishing,White,Male,Some-college,United-States,Never-married,<=50K
53,Private,Sales,White,Male,10th,Guatemala,Married-civ-spouse,>50K
20,Federal-gov,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
37,Private,Adm-clerical,White,Male,Some-college,United-States,Never-married,<=50K
20,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
17,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
38,Local-gov,Craft-repair,White,Male,HS-grad,Cambodia,Married-civ-spouse,<=50K
30,Private,Exec-managerial,Black,Male,Masters,Thailand,Married-civ-spouse,>50K
38,State-gov,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
55,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
30,Private,Prof-specialty,White,Female,Bachelors,United-States,Never-married,<=50K
49,Private,Exec-managerial,Asian-Pac-Islander,Male,Some-college,United-States,Married-civ-spouse,<=50K
36,Self-emp-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
42,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
49,State-gov,Prof-specialty,White,Male,Bachelors,United-States,Never-married,<=50K
77,Self-emp-not-inc,Exec-managerial,White,Male,Doctorate,United-States,Married-civ-spouse,>50K
48,Federal-gov,Prof-specialty,White,Male,Bachelors,Taiwan,Married-civ-spouse,>50K
41,Private,Sales,White,Male,Some-college,Holand-Netherlands,Married-civ-spouse,>50K
27,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
49,Private,Prof-specialty,White,Male,Prof-school,United-States,Never-married,>50K
17,Private,Other-service,White,Male,12th,United-States,Married-civ-spouse,<=50K
67,Local-gov,Craft-repair,Black,Male,HS-grad,United-States,Widowed,<=50K
43,Private,Transport-moving,White,Male,Assoc-voc,Germany,Married-civ-spouse,>50K
43,Local-gov,Machine-op-inspct,White,Male,Masters,United-States,Divorced,<=50K
23,Private,Craft-repair,Black,Male,HS-grad,United-States,Never-married,<=50K
38,Private,Machine-op-inspct,White,Male,HS-grad,United-States,Never-married,<=50K
50,Local-gov,Priv-house-serv,White,Female,HS-grad,Mexico,Married-civ-spouse,>50K
36,Private,Exec-managerial,White,Female,10th,Mexico,Married-civ-spouse,<=50K
28,Private,Prof-specialty,White,Male,Masters,United-States,Married-civ-spouse,>50K
23,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
45,Private,Transport-moving,White,Male,HS-grad,Cuba,Married-civ-spouse,<=50K
17,State-gov,Adm-clerical,White,Female,Some-college,United-States,Never-married,<=50K
56,Self-emp-not-inc,Sales,White,Male,Masters,United-States,Married-civ-spouse,<=50K
70,State-gov,Prof-specialty,White,Male,Some-college,United-States,Never-married,<=50K
56,Private,Protective-serv,White,Female,Some-college,United-States,Married-civ-spouse,<=50K
33,Local-gov,Exec-managerial,White,Male,11th,United-States,Married-civ-spouse,<=50K
70,Private,Prof-specialty,White,Male,Prof-school,United-States,Divorced,>50K
66,Private,Adm-clerical,White,Female,Bachelors,Vietnam,Married-civ-spouse,>50K
24,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Never-married,<=50K
78,Self-emp-not-inc,Other-service,White,Female,HS-grad,United-States,Married-spouse-absent,<=50K
45,Self-emp-not-inc,Other-service,Black,Female,12th,Trinadad&Tobago,Never-married,<=50K
29,Local-gov,Protective-serv,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
42,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
17,Private,Machine-op-inspct,White,Male,Assoc-acdm,United-States,Never-married,<=50K
67,Private,Sales,White,Female,HS-grad,United-States,Widowed,<=50K
17,State-gov,Prof-specialty,Asian-Pac-Islander,Female,Bachelors,United-States,Never-married,>50K
44,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
17,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
60,Private,Tech-support,Black,Female,HS-grad,United-States,Separated,<=50K
29,Self-emp-inc,Machine-op-inspct,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
46,Private,Craft-repair,White,Male,10th,United-States,Married-civ-spouse,>50K
59,Private,Machine-op-inspct,Black,Female,7th-8th,United-States,Separated,<=50K
81,Private,Other-service,White,Female,Some-college,United-States,Never-married,<=50K
66,Private,Machine-op-inspct,Black,Female,12th,Outlying-US(Guam-USVI-etc),Divorced,<=50K
27,Private,Other-service,Black,Male,HS-grad,United-States,Divorced,<=50K
46,Private,Sales,White,Male,HS-grad,United-States,Married-spouse-absent,<=50K
25,Private,Farming-fishing,White,Male,5th-6th,Mexico,Married-spouse-absent,<=50K
35,Self-emp-inc,Sales,White,Male,HS-grad,Mexico,Married-civ-spouse,<=50K
37,Private,Machine-op-inspct,White,Female,HS-grad,United-States,Married-civ-spouse,>50K
70,Private,Sales,Asian-Pac-Islander,Male,5th-6th,United-States,Married-civ-spouse,>50K
17,Private,Machine-op-inspct,White,Male,1st-4th,Dominican-Republic,Never-married,<=50K
17,Private,Sales,Asian-Pac-Islander,Male,HS-grad,South,Separated,<=50K
24,Private,Sales,White,Female,Bachelors,United-States,Married-civ-spouse,<=50K
40,Self-emp-inc,Sales,White,Male,Bachelors,United-States,Widowed,>50K
41,Private,Craft-repair,White,Male,7th-8th,United-States,Never-married,<=50K
71,Local-gov,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
69,Private,Machine-op-inspct,White,Male,10th,United-States,Widowed,<=50K
73,Private,Prof-specialty,White,Female,HS-grad,United-States,Widowed,<=50K
23,Private,Handlers-cleaners,White,Male,Assoc-acdm,United-States,Married-civ-spouse,<=50K
48,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
38,Federal-gov,Other-service,White,Male,HS-grad,United-States,Widowed,<=50K
28,Private,Adm-clerical,White,Male,10th,United-States,Never-married,<=50K
65,Private,Craft-repair,White,Male,Some-college,Greece,Married-civ-spouse,<=50K
50,Private,Farming-fishing,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
76,Private,Craft-repair,White,Male,Bachelors,Honduras,Married-civ-spouse,>50K
51,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
82,Private,Adm-clerical,White,Female,11th,United-States,Divorced,<=50K
57,Self-emp-inc,Exec-managerial,White,Male,Bachelors,United-States,Divorced,>50K
61,Local-gov,Other-service,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
17,Self-emp-not-inc,Craft-repair,White,Male,Some-college,United-States,Never-married,<=50K
43,Private,Adm-clerical,Black,Male,Bachelors,United-States,Divorced,<=50K
70,Self-emp-not-inc,Sales,White,Female,Prof-school,United-States,Married-civ-spouse,>50K
47,Self-emp-not-inc,Farming-fishing,White,Male,Bachelors,Dominican-Republic,Married-civ-spouse,>50K
74,Local-gov,Transport-moving,White,Male,10th,Poland,Married-civ-spouse,<=50K
58,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
43,Private,Machine-op-inspct,White,Male,7th-8th,Outlying-US(Guam-USVI-etc),Divorced,<=50K
39,Private,Exec-managerial,Black,Female,Bachelors,United-States,Married-civ-spouse,>50K
59,Private,Machine-op-inspct,White,Female,Preschool,United-States,Divorced,<=50K
32,Private,Other-service,Black,Female,HS-grad,United-States,Never-married,<=50K
