age,workclass,occupation,race,sex,education,native-country,marital-status,income
32,Federal-gov,Priv-house-serv,White,Male,Assoc-acdm,Cuba,Married-AF-spouse,<=50K
17,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Female,Prof-school,Guatemala,Never-married,>50K
17,Self-emp-not-inc,Transport-moving,White,Male,1st-4th,Nicaragua,Married-spouse-absent,<=50K
90,Private,Handlers-cleaners,Asian-Pac-Islander,Female,Preschool,El-Salvador,Married-civ-spouse,>50K
67,Federal-gov,Farming-fishing,White,Male,Preschool,Cuba,Married-civ-spouse,<=50K
17,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Female,5th-6th,Iran,Widowed,<=50K
17,Federal-gov,Exec-managerial,White,Male,HS-grad,Canada,Divorced,<=50K
20,Without-pay,Armed-Forces,White,Male,Assoc-voc,Cuba,Widowed,<=50K
17,Without-pay,Tech-support,White,Female,5th-6th,Vietnam,Divorced,<=50K
17,Private,Craft-repair,Asian-Pac-Islander,Female,Bachelors,Honduras,Married-civ-spouse,>50K
17,Without-pay,Craft-repair,Other,Male,12th,Canada,Separated,>50K
61,Private,Armed-Forces,Amer-Indian-Eskimo,Male,Assoc-acdm,South,Separated,<=50K
17,Federal-gov,Farming-fishing,White,Female,12th,Italy,Never-married,>50K
61,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,Prof-school,Holand-Netherlands,Never-married,>50K
17,State-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,11th,China,Widowed,<=50K
48,Self-emp-inc,Exec-managerial,Black,Male,5th-6th,Scotland,Married-civ-spouse,>50K
17,State-gov,Protective-serv,Other,Female,Assoc-acdm,Greece,Married-civ-spouse,>50K
62,Self-emp-inc,Machine-op-inspct,Black,Male,11th,Scotland,Separated,>50K
90,Self-emp-inc,Prof-specialty,White,Male,Preschool,Peru,Separated,>50K
90,Private,Prof-specialty,White,Male,12th,Thailand,Married-AF-spouse,<=50K
17,Self-emp-not-inc,Craft-repair,Other,Male,11th,Cambodia,Widowed,<=50K
90,Private,Handlers-cleaners,Amer-Indian-Eskimo,Female,Some-college,Mexico,Never-married,<=50K
24,State-gov,Exec-managerial,White,Male,10th,Haiti,Widowed,>50K
28,State-gov,Exec-managerial,White,Male,5th-6th,El-Salvador,Married-civ-spouse,>50K
17,Federal-gov,Machine-op-inspct,Other,Female,Doctorate,Taiwan,Married-spouse-absent,<=50K
90,Private,Exec-managerial,White,Male,10th,Columbia,Never-married,<=50K
90,Self-emp-not-inc,Prof-specialty,White,Male,Some-college,Laos,Married-AF-spouse,>50K
17,Federal-gov,Protective-serv,White,Female,HS-grad,Holand-Netherlands,Married-civ-spouse,>50K
36,State-gov,Farming-fishing,White,Male,HS-grad,Guatemala,Never-married,<=50K
90,Self-emp-inc,Other-service,White,Male,HS-grad,Jamaica,Married-spouse-absent,>50K
90,Federal-gov,Sales,White,Male,Some-college,Greece,Married-spouse-absent,>50K
90,Private,Farming-fishing,Black,Female,12th,Ecuador,Widowed,>50K
17,Private,Handlers-cleaners,White,Female,Assoc-voc,Portugal,Married-spouse-absent,<=50K
17,Without-pay,Protective-serv,White,Female,12th,Outlying-US(Guam-USVI-etc),Widowed,<=50K
90,Private,Craft-repair,White,Male,Some-college,China,Widowed,<=50K
17,Federal-gov,Exec-managerial,Amer-Indian-Eskimo,Male,7th-8th,Dominican-Republic,Separated,<=50K
17,Private,Craft-repair,White,Female,Assoc-voc,South,Married-AF-spouse,<=50K
17,Local-gov,Tech-support,Amer-Indian-Eskimo,Male,Masters,Mexico,Married-civ-spouse,<=50K
17,Private,Machine-op-inspct,Asian-Pac-Islander,Male,Assoc-acdm,Taiwan,Divorced,>50K
66,Private,Prof-specialty,White,Female,9th,United-States,Separated,<=50K
17,Local-gov,Craft-repair,Amer-Indian-Eskimo,Male,12th,Ireland,Never-married,<=50K
17,Without-pay,Farming-fishing,Amer-Indian-Eskimo,Male,HS-grad,Italy,Never-married,<=50K
64,State-gov,Machine-op-inspct,Other,Male,HS-grad,Honduras,Widowed,<=50K
22,Local-gov,Transport-moving,Black,Male,7th-8th,Dominican-Republic,Separated,<=50K
17,Private,Exec-managerial,Asian-Pac-Islander,Male,Assoc-voc,El-Salvador,Married-AF-spouse,<=50K
90,Private,Other-service,White,Male,Assoc-voc,Puerto-Rico,Married-spouse-absent,<=50K
90,Federal-gov,Armed-Forces,White,Male,10th,Cambodia,Never-married,<=50K
17,Federal-gov,Handlers-cleaners,White,Male,11th,Columbia,Divorced,<=50K
90,Federal-gov,Machine-op-inspct,White,Female,12th,Dominican-Republic,Widowed,>50K
17,Federal-gov,Exec-managerial,White,Female,Doctorate,Germany,Never-married,>50K
40,Self-emp-inc,Other-service,Amer-Indian-Eskimo,Male,Masters,Thailand,Married-civ-spouse,<=50K
90,Private,Other-service,Asian-Pac-Islander,Female,12th,El-Salvador,Separated,>50K
17,Self-emp-inc,Sales,Black,Female,Some-college,Outlying-US(Guam-USVI-etc),Married-civ-spouse,<=50K
90,Private,Tech-support,Amer-Indian-Eskimo,Male,Some-college,Ireland,Divorced,>50K
47,Private,Tech-support,White,Male,11th,Haiti,Widowed,>50K
17,State-gov,Other-service,White,Female,Preschool,Guatemala,Married-civ-spouse,>50K
55,Private,Priv-house-serv,Amer-Indian-Eskimo,Male,1st-4th,Vietnam,Divorced,<=50K
69,Without-pay,Adm-clerical,Asian-Pac-Islander,Female,Assoc-acdm,Nicaragua,Divorced,<=50K
90,Local-gov,Farming-fishing,White,Female,1st-4th,United-States,Widowed,<=50K
17,Federal-gov,Armed-Forces,Black,Female,5th-6th,Peru,Divorced,>50K
56,Self-emp-not-inc,Machine-op-inspct,White,Female,Bachelors,Ecuador,Married-spouse-absent,>50K
75,State-gov,Sales,Amer-Indian-Eskimo,Male,11th,United-States,Married-civ-spouse,>50K
90,Federal-gov,Prof-specialty,White,Male,Preschool,Thailand,Married-civ-spouse,<=50K
41,Federal-gov,Armed-Forces,White,Male,HS-grad,United-States,Married-AF-spouse,<=50K
90,Private,Adm-clerical,Asian-Pac-Islander,Male,10th,Vietnam,Married-civ-spouse,<=50K
90,State-gov,Adm-clerical,Amer-Indian-Eskimo,Male,Assoc-acdm,United-States,Married-spouse-absent,>50K
63,Private,Transport-moving,Asian-Pac-Islander,Male,Assoc-acdm,England,Divorced,<=50K
25,State-gov,Handlers-cleaners,White,Female,Masters,Portugal,Widowed,<=50K
17,State-gov,Craft-repair,Black,Male,10th,Puerto-Rico,Married-civ-spouse,<=50K
81,Private,Priv-house-serv,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-civ-spouse,<=50K
28,Private,Machine-op-inspct,Black,Female,Assoc-acdm,Outlying-US(Guam-USVI-etc),Never-married,<=50K
90,Private,Sales,Other,Female,9th,Ecuador,Divorced,<=50K
73,Federal-gov,Prof-specialty,Other,Female,5th-6th,Hong,Separated,>50K
90,State-gov,Craft-repair,Black,Female,Bachelors,Honduras,Married-civ-spouse,<=50K
29,State-gov,Farming-fishing,White,Female,11th,Holand-Netherlands,Widowed,>50K
44,Self-emp-not-inc,Exec-managerial,Asian-Pac-Islander,Female,Preschool,United-States,Married-civ-spouse,<=50K
90,Private,Craft-repair,White,Male,Assoc-acdm,Greece,Divorced,<=50K
90,Private,Tech-support,Amer-Indian-Eskimo,Male,10th,Peru,Divorced,<=50K
17,Private,Sales,White,Female,Doctorate,Germany,Divorced,<=50K
17,Private,Prof-specialty,White,Female,9th,Greece,Married-civ-spouse,>50K
90,Private,Armed-Forces,Amer-Indian-Eskimo,Female,Assoc-voc,Dominican-Republic,Married-civ-spouse,<=50K
90,Federal-gov,Sales,Asian-Pac-Islander,Female,Some-college,Haiti,Married-civ-spouse,>50K
28,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Male,1st-4th,Germany,Married-spouse-absent,>50K
90,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,Bachelors,Japan,Separated,<=50K
17,Private,Adm-clerical,Other,Male,HS-grad,Haiti,Married-civ-spouse,>50K
17,Self-emp-not-inc,Adm-clerical,Other,Male,11th,El-Salvador,Never-married,<=50K
17,Federal-gov,Transport-moving,White,Male,5th-6th,Jamaica,Married-civ-spouse,>50K
72,Federal-gov,Priv-house-serv,Black,Female,Preschool,United-States,Separated,<=50K
17,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Female,Preschool,South,Never-married,<=50K
33,Self-emp-inc,Adm-clerical,Other,Male,12th,Canada,Married-civ-spouse,<=50K
21,Without-pay,Craft-repair,Amer-Indian-Eskimo,Female,1st-4th,India,Divorced,>50K
90,Federal-gov,Adm-clerical,White,Female,12th,Scotland,Married-AF-spouse,<=50K
69,Private,Tech-support,Asian-Pac-Islander,Female,Assoc-acdm,United-States,Never-married,>50K
17,Self-emp-inc,Priv-house-serv,Asian-Pac-Islander,Male,Masters,Canada,Never-married,<=50K
17,Private,Tech-support,Asian-Pac-Islander,Female,12th,England,Married-civ-spouse,<=50K
50,Self-emp-not-inc,Protective-serv,Other,Male,HS-grad,South,Married-spouse-absent,<=50K
17,Local-gov,Craft-repair,Black,Male,Masters,Hong,Married-civ-spouse,<=50K
17,State-gov,Machine-op-inspct,Asian-Pac-Islander,Male,Some-college,Jamaica,Never-married,<=50K
17,Without-pay,Other-service,Other,Female,Doctorate,Thailand,Married-AF-spouse,<=50K
17,Self-emp-not-inc,Armed-Forces,White,Male,Preschool,Scotland,Divorced,<=50K
90,State-gov,Transport-moving,Black,Female,HS-grad,Hungary,Never-married,>50K
17,Private,Protective-serv,White,Male,Masters,Hungary,Never-married,<=50K
31,Self-emp-inc,Machine-op-inspct,Asian-Pac-Islander,Female,Assoc-acdm,Iran,Married-spouse-absent,<=50K
64,Local-gov,Sales,White,Female,12th,El-Salvador,Married-civ-spouse,<=50K
90,Local-gov,Machine-op-inspct,Black,Female,11th,Italy,Widowed,>50K
17,Private,Sales,White,Male,Some-college,Vietnam,Divorced,<=50K
17,Self-emp-inc,Prof-specialty,Amer-Indian-Eskimo,Female,1st-4th,Hungary,Never-married,<=50K
17,State-gov,Sales,Black,Male,HS-grad,Honduras,Never-married,<=50K
90,Private,Handlers-cleaners,Amer-Indian-Eskimo,Male,5th-6th,Jamaica,Widowed,>50K
17,Private,Handlers-cleaners,Black,Male,Preschool,Canada,Divorced,>50K
90,Self-emp-not-inc,Prof-specialty,Other,Female,5th-6th,Ireland,Never-married,<=50K
90,State-gov,Machine-op-inspct,White,Male,HS-grad,Ecuador,Married-civ-spouse,>50K
90,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Some-college,China,Divorced,>50K
33,Without-pay,Exec-managerial,Asian-Pac-Islander,Female,Preschool,Ireland,Married-civ-spouse,>50K
17,Self-emp-not-inc,Handlers-cleaners,White,Male,Assoc-acdm,Greece,Married-spouse-absent,>50K
17,Federal-gov,Other-service,Asian-Pac-Islander,Male,Preschool,United-States,Separated,<=50K
44,Private,Armed-Forces,Black,Female,Bachelors,China,Divorced,>50K
17,Local-gov,Prof-specialty,White,Male,Prof-school,Greece,Never-married,>50K
17,Local-gov,Protective-serv,White,Male,Masters,India,Divorced,<=50K
44,Without-pay,Exec-managerial,Asian-Pac-Islander,Male,11th,United-States,Widowed,>50K
90,Self-emp-inc,Exec-managerial,Amer-Indian-Eskimo,Female,12th,Cambodia,Married-spouse-absent,<=50K
17,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Male,Doctorate,Japan,Divorced,<=50K
90,Private,Other-service,Other,Female,7th-8th,Taiwan,Widowed,<=50K
69,Private,Priv-house-serv,Amer-Indian-Eskimo,Female,9th,Jamaica,Separated,<=50K
90,Private,Tech-support,Asian-Pac-Islander,Male,10th,Thailand,Married-civ-spouse,>50K
17,Self-emp-not-inc,Other-service,White,Male,Assoc-acdm,Thailand,Never-married,>50K
17,Private,Tech-support,White,Male,Doctorate,England,Married-AF-spouse,>50K
17,Private,Other-service,White,Male,7th-8th,El-Salvador,Married-AF-spouse,<=50K
17,Private,Sales,White,Male,Assoc-acdm,Germany,Married-AF-spouse,<=50K
17,Federal-gov,Exec-managerial,Other,Male,1st-4th,Puerto-Rico,Widowed,>50K
19,Self-emp-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,10th,Jamaica,Separated,>50K
17,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,Some-college,Haiti,Never-married,<=50K
17,Without-pay,Priv-house-serv,Black,Male,Assoc-acdm,Thailand,Never-married,>50K
17,Self-emp-inc,Exec-managerial,White,Female,Doctorate,China,Married-civ-spouse,>50K
28,Self-emp-not-inc,Farming-fishing,White,Male,1st-4th,Ireland,Never-married,<=50K
63,Local-gov,Machine-op-inspct,White,Female,Assoc-acdm,South,Widowed,<=50K
17,Self-emp-not-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,Doctorate,United-States,Separated,<=50K
17,Private,Adm-clerical,Black,Male,12th,Taiwan,Never-married,<=50K
90,Self-emp-inc,Adm-clerical,Amer-Indian-Eskimo,Male,11th,Guatemala,Separated,>50K
17,Federal-gov,Protective-serv,Black,Female,Bachelors,Ireland,Never-married,<=50K
17,Self-emp-inc,Handlers-cleaners,White,Female,7th-8th,Hong,Never-married,<=50K
90,Private,Protective-serv,Black,Male,Prof-school,Hungary,Never-married,<=50K
17,State-gov,Exec-managerial,White,Male,10th,Ecuador,Never-married,<=50K
65,Local-gov,Machine-op-inspct,Other,Male,Some-college,Hungary,Never-married,<=50K
17,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,9th,Greece,Never-married,<=50K
26,Self-emp-not-inc,Sales,Asian-Pac-Islander,Female,HS-grad,Hong,Never-married,<=50K
90,State-gov,Farming-fishing,White,Male,5th-6th,Puerto-Rico,Married-spouse-absent,>50K
68,State-gov,Handlers-cleaners,Other,Male,Doctorate,Laos,Separated,>50K
17,Self-emp-inc,Transport-moving,Other,Female,Some-college,Outlying-US(Guam-USVI-etc),Never-married,<=50K
17,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,12th,Columbia,Married-AF-spouse,<=50K
29,Federal-gov,Farming-fishing,White,Female,5th-6th,Mexico,Widowed,<=50K
53,Local-gov,Armed-Forces,Black,Female,Prof-school,Mexico,Married-spouse-absent,<=50K
26,Without-pay,Machine-op-inspct,White,Male,Preschool,Yugoslavia,Never-married,>50K
90,Local-gov,Transport-moving,White,Male,Doctorate,United-States,Married-civ-spouse,>50K
17,Private,Other-service,White,Female,Assoc-voc,Cuba,Married-civ-spouse,>50K
49,Self-emp-not-inc,Transport-moving,Black,Male,Doctorate,Dominican-Republic,Never-married,<=50K
38,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Male,7th-8th,Honduras,Divorced,<=50K
41,Federal-gov,Exec-managerial,Asian-Pac-Islander,Male,Prof-school,Hong,Married-civ-spouse,<=50K
90,Private,Prof-specialty,Other,Male,Masters,El-Salvador,Separated,<=50K
90,State-gov,Transport-moving,Black,Female,Preschool,South,Divorced,<=50K
17,Private,Adm-clerical,Asian-Pac-Islander,Female,Preschool,Honduras,Married-civ-spouse,<=50K
41,Self-emp-inc,Sales,White,Male,Doctorate,Peru,Married-spouse-absent,<=50K
39,Federal-gov,Sales,Amer-Indian-Eskimo,Female,Preschool,Scotland,Divorced,>50K
80,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,1st-4th,Haiti,Married-civ-spouse,>50K
90,Federal-gov,Prof-specialty,Other,Male,9th,United-States,Divorced,>50K
17,Private,Protective-serv,Asian-Pac-Islander,Male,Some-college,Hungary,Divorced,<=50K
60,Self-emp-not-inc,Machine-op-inspct,Black,Male,Bachelors,Holand-Netherlands,Married-AF-spouse,>50K
17,Private,Exec-managerial,White,Female,Assoc-acdm,Philippines,Never-married,>50K
90,Private,Tech-support,White,Male,9th,Dominican-Republic,Separated,>50K
17,Local-gov,Prof-specialty,Other,Male,Assoc-voc,Germany,Divorced,<=50K
17,State-gov,Farming-fishing,Other,Female,9th,El-Salvador,Married-civ-spouse,>50K
17,Federal-gov,Handlers-cleaners,Other,Female,5th-6th,Honduras,Never-married,<=50K
17,State-gov,Protective-serv,Other,Male,HS-grad,Japan,Divorced,>50K
90,Private,Armed-Forces,White,Female,Assoc-voc,Jamaica,Married-spouse-absent,>50K
73,Private,Adm-clerical,Amer-Indian-Eskimo,Female,HS-grad,Peru,Divorced,>50K
90,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Male,Assoc-voc,Philippines,Divorced,<=50K
17,Self-emp-inc,Craft-repair,White,Male,1st-4th,Poland,Widowed,>50K
90,Without-pay,Priv-house-serv,Other,Male,Masters,Hong,Divorced,<=50K
28,Federal-gov,Sales,Other,Male,Some-college,Holand-Netherlands,Widowed,>50K
17,State-gov,Adm-clerical,White,Female,Some-college,Vietnam,Never-married,>50K
34,Local-gov,Machine-op-inspct,White,Male,12th,Cambodia,Never-married,<=50K
74,State-gov,Tech-support,Other,Male,Masters,Cambodia,Married-spouse-absent,>50K
17,Local-gov,Prof-specialty,Black,Male,5th-6th,Trinadad&Tobago,Separated,<=50K
17,Without-pay,Priv-house-serv,Asian-Pac-Islander,Male,HS-grad,Guatemala,Divorced,>50K
80,Federal-gov,Exec-managerial,Other,Male,11th,Dominican-Republic,Never-married,<=50K
17,Private,Other-service,Other,Male,5th-6th,United-States,Married-civ-spouse,<=50K
17,Federal-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,Assoc-acdm,India,Married-civ-spouse,>50K
46,Self-emp-inc,Exec-managerial,White,Female,7th-8th,Ireland,Separated,>50K
90,Self-emp-not-inc,Adm-clerical,White,Male,7th-8th,Portugal,Divorced,>50K
70,Self-emp-not-inc,Tech-support,Asian-Pac-Islander,Male,Doctorate,Jamaica,Married-civ-spouse,<=50K
17,State-gov,Farming-fishing,Black,Male,Some-college,Germany,Married-civ-spouse,>50K
17,Local-gov,Handlers-cleaners,White,Male,HS-grad,China,Married-spouse-absent,>50K
39,Self-emp-inc,Protective-serv,Asian-Pac-Islander,Female,Prof-school,Thailand,Married-civ-spouse,<=50K
17,Private,Exec-managerial,White,Female,7th-8th,Honduras,Married-spouse-absent,<=50K
52,Private,Machine-op-inspct,Black,Male,5th-6th,Laos,Married-AF-spouse,<=50K
64,Without-pay,Protective-serv,Amer-Indian-Eskimo,Female,Masters,Japan,Married-civ-spouse,<=50K
39,Private,Tech-support,White,Female,Assoc-acdm,United-States,Widowed,<=50K
90,State-gov,Exec-managerial,Asian-Pac-Islander,Female,Some-college,Hungary,Married-spouse-absent,>50K
42,Federal-gov,Other-service,White,Female,Masters,Ireland,Married-spouse-absent,<=50K
23,Federal-gov,Sales,Other,Male,Assoc-acdm,Jamaica,Married-civ-spouse,<=50K
90,Private,Farming-fishing,Other,Female,Prof-school,Cambodia,Never-married,<=50K
46,Without-pay,Armed-Forces,Other,Female,12th,Guatemala,Married-AF-spouse,<=50K
32,Local-gov,Transport-moving,Other,Male,10th,Canada,Married-spouse-absent,>50K
17,Private,Exec-managerial,Asian-Pac-Islander,Male,11th,France,Married-spouse-absent,<=50K
68,Private,Adm-clerical,Asian-Pac-Islander,Female,HS-grad,Scotland,Married-AF-spouse,<=50K
90,Federal-gov,Farming-fishing,White,Female,5th-6th,Trinadad&Tobago,Divorced,>50K
41,Self-emp-not-inc,Protective-serv,Black,Male,11th,Italy,Divorced,>50K
90,Without-pay,Transport-moving,White,Male,Some-college,Taiwan,Married-civ-spouse,<=50K
90,Private,Armed-Forces,Black,Male,Bachelors,United-States,Widowed,<=50K
17,State-gov,Protective-serv,Other,Female,11th,Scotland,Married-spouse-absent,<=50K
42,Local-gov,Craft-repair,Asian-Pac-Islander,Female,11th,Nicaragua,Married-civ-spouse,<=50K
90,Self-emp-inc,Protective-serv,Other,Male,7th-8th,Nicaragua,Widowed,<=50K
55,Private,Adm-clerical,White,Female,Some-college,Yugoslavia,Never-married,<=50K
90,Federal-gov,Craft-repair,White,Female,Masters,Portugal,Married-spouse-absent,>50K
90,Private,Exec-managerial,Asian-Pac-Islander,Male,9th,Outlying-US(Guam-USVI-etc),Married-civ-spouse,>50K
17,Local-gov,Protective-serv,White,Female,Assoc-acdm,Laos,Married-spouse-absent,<=50K
69,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,Bachelors,Jamaica,Married-civ-spouse,<=50K
75,Private,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-voc,Jamaica,Married-AF-spouse,<=50K
65,Local-gov,Other-service,Amer-Indian-Eskimo,Female,Doctorate,Thailand,Married-spouse-absent,<=50K
90,Local-gov,Other-service,Black,Female,Preschool,Philippines,Married-spouse-absent,<=50K
17,State-gov,Handlers-cleaners,White,Male,Bachelors,Ecuador,Married-AF-spouse,<=50K
17,Local-gov,Tech-support,White,Male,12th,Ireland,Married-civ-spouse,<=50K
17,Local-gov,Handlers-cleaners,White,Male,10th,United-States,Married-spouse-absent,>50K
86,Private,Priv-house-serv,Other,Male,Prof-school,United-States,Married-spouse-absent,>50K
66,Federal-gov,Handlers-cleaners,Black,Female,11th,South,Married-civ-spouse,>50K
69,Federal-gov,Machine-op-inspct,Black,Male,HS-grad,Trinadad&Tobago,Separated,<=50K
17,Federal-gov,Tech-support,White,Female,Doctorate,India,Married-civ-spouse,>50K
17,State-gov,Prof-specialty,Asian-Pac-Islander,Female,10th,Yugoslavia,Separated,>50K
90,Without-pay,Other-service,White,Male,7th-8th,Japan,Married-civ-spouse,<=50K
61,Self-emp-inc,Other-service,Black,Male,Some-college,Portugal,Separated,>50K
80,Without-pay,Machine-op-inspct,White,Male,12th,Japan,Divorced,<=50K
21,Self-emp-not-inc,Sales,White,Female,11th,Thailand,Married-civ-spouse,>50K
17,Without-pay,Machine-op-inspct,White,Female,Assoc-voc,France,Widowed,<=50K
90,Private,Sales,Amer-Indian-Eskimo,Female,1st-4th,Jamaica,Separated,<=50K
58,Without-pay,Adm-clerical,White,Female,10th,Cuba,Separated,>50K
79,Self-emp-not-inc,Transport-moving,White,Female,Masters,Japan,Separated,<=50K
17,State-gov,Craft-repair,Other,Male,1st-4th,Portugal,Divorced,<=50K
90,Self-emp-inc,Machine-op-inspct,Asian-Pac-Islander,Male,Assoc-voc,Holand-Netherlands,Widowed,<=50K
24,Without-pay,Craft-repair,White,Female,HS-grad,Poland,Married-civ-spouse,>50K
32,Self-emp-not-inc,Armed-Forces,White,Female,7th-8th,Taiwan,Divorced,<=50K
17,Self-emp-not-inc,Sales,Other,Male,HS-grad,Cuba,Separated,<=50K
41,Federal-gov,Farming-fishing,White,Female,Assoc-voc,United-States,Divorced,>50K
46,State-gov,Adm-clerical,Asian-Pac-Islander,Male,Assoc-voc,Canada,Never-married,<=50K
90,Self-emp-not-inc,Sales,White,Female,Bachelors,England,Married-AF-spouse,>50K
17,State-gov,Protective-serv,Black,Male,11th,Outlying-US(Guam-USVI-etc),Divorced,<=50K
50,Federal-gov,Sales,Black,Male,Prof-school,Jamaica,Married-spouse-absent,<=50K
28,Private,Machine-op-inspct,Amer-Indian-Eskimo,Female,Assoc-voc,Scotland,Married-civ-spouse,>50K
90,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,9th,Japan,Married-AF-spouse,>50K
17,Self-emp-not-inc,Handlers-cleaners,Black,Female,1st-4th,Italy,Never-married,>50K
17,Private,Prof-specialty,Other,Male,Assoc-voc,Scotland,Married-spouse-absent,<=50K
17,Without-pay,Handlers-cleaners,Other,Female,HS-grad,Guatemala,Divorced,<=50K
17,Private,Sales,Asian-Pac-Islander,Male,Assoc-voc,Scotland,Never-married,<=50K
17,Local-gov,Craft-repair,White,Female,Some-college,Peru,Married-civ-spouse,<=50K
17,Self-emp-inc,Craft-repair,Amer-Indian-Eskimo,Male,Assoc-acdm,Ecuador,Married-civ-spouse,<=50K
17,Private,Adm-clerical,Asian-Pac-Islander,Female,12th,China,Separated,<=50K
90,Private,Machine-op-inspct,Other,Female,Assoc-voc,United-States,Never-married,>50K
17,Self-emp-inc,Protective-serv,White,Female,Masters,Hungary,Married-spouse-absent,<=50K
90,Local-gov,Handlers-cleaners,Other,Male,Masters,United-States,Divorced,<=50K
17,Self-emp-not-inc,Machine-op-inspct,Asian-Pac-Islander,Male,11th,South,Divorced,>50K
42,Without-pay,Priv-house-serv,Other,Female,Prof-school,Iran,Married-spouse-absent,>50K
90,Self-emp-not-inc,Armed-Forces,White,Male,12th,United-States,Married-spouse-absent,<=50K
70,State-gov,Sales,Black,Female,10th,Peru,Divorced,<=50K
90,State-gov,Craft-repair,Black,Male,Preschool,Outlying-US(Guam-USVI-etc),Divorced,<=50K
17,Local-gov,Adm-clerical,Black,Male,Masters,China,Married-spouse-absent,>50K
20,Local-gov,Adm-clerical,Black,Male,5th-6th,Scotland,Married-AF-spouse,<=50K
71,Self-emp-not-inc,Craft-repair,Black,Male,9th,Thailand,Widowed,<=50K
90,Local-gov,Craft-repair,Other,Female,Some-college,El-Salvador,Never-married,<=50K
17,Federal-gov,Adm-clerical,Black,Male,9th,Cuba,Widowed,>50K
17,Local-gov,Transport-moving,Black,Male,5th-6th,Trinadad&Tobago,Divorced,<=50K
17,Self-emp-inc,Handlers-cleaners,Black,Female,9th,Laos,Married-civ-spouse,<=50K
81,Private,Handlers-cleaners,Asian-Pac-Islander,Male,Assoc-acdm,Iran,Widowed,<=50K
17,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Male,Some-college,Haiti,Married-AF-spouse,<=50K
34,Private,Transport-moving,White,Female,12th,Hong,Married-AF-spouse,<=50K
17,Private,Craft-repair,White,Female,5th-6th,United-States,Married-AF-spouse,<=50K
78,Private,Transport-moving,Other,Female,Prof-school,Canada,Divorced,<=50K
40,Self-emp-not-inc,Exec-managerial,White,Male,Preschool,Outlying-US(Guam-USVI-etc),Separated,>50K
66,Self-emp-not-inc,Handlers-cleaners,Black,Male,HS-grad,Haiti,Never-married,>50K
90,Self-emp-inc,Other-service,White,Male,7th-8th,Canada,Widowed,>50K
17,Private,Other-service,Amer-Indian-Eskimo,Male,10th,Peru,Married-spouse-absent,>50K
17,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Female,Bachelors,Iran,Never-married,<=50K
90,Self-emp-inc,Craft-repair,Asian-Pac-Islander,Male,5th-6th,France,Separated,>50K
17,Private,Prof-specialty,Amer-Indian-Eskimo,Male,11th,Scotland,Widowed,<=50K
90,Self-emp-inc,Farming-fishing,Other,Male,11th,Peru,Married-civ-spouse,>50K
17,Federal-gov,Machine-op-inspct,Other,Male,Doctorate,Poland,Divorced,<=50K
17,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Male,Some-college,Puerto-Rico,Divorced,>50K
17,Local-gov,Prof-specialty,Other,Male,Masters,Mexico,Married-spouse-absent,<=50K
72,State-gov,Craft-repair,Amer-Indian-Eskimo,Male,10th,Philippines,Separated,<=50K
90,Federal-gov,Armed-Forces,Asian-Pac-Islander,Male,Preschool,Greece,Never-married,<=50K
17,Self-emp-inc,Priv-house-serv,Other,Female,9th,Poland,Married-AF-spouse,>50K
90,Federal-gov,Farming-fishing,White,Male,Some-college,Cambodia,Widowed,>50K
85,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Bachelors,Vietnam,Married-AF-spouse,>50K
66,Private,Other-service,White,Male,Masters,Columbia,Separated,<=50K
42,Self-emp-inc,Transport-moving,White,Male,Assoc-voc,Canada,Married-civ-spouse,<=50K
26,Without-pay,Tech-support,Other,Male,11th,Thailand,Divorced,<=50K
17,Private,Tech-support,White,Male,Some-college,Ecuador,Married-civ-spouse,<=50K
17,State-gov,Prof-specialty,White,Male,Prof-school,Peru,Married-civ-spouse,<=50K
17,Local-gov,Protective-serv,Amer-Indian-Eskimo,Female,Prof-school,Laos,Married-spouse-absent,<=50K
